anchor_ts_ms,hedge_ts_ms,market_end_ms,market_slug,leg1_budget,first_ask,second_ask,qty,leg1_cost,leg2_cost,friction,total_cost,pair_cost_net,payout,pnl
1789772624721,1789772639744,1789772700000,btc-updown-5m-1789772400,50.0,0.14,0.87,357.1428571428571,50.0,310.71428571428567,1.7857142857142856,362.49999999999994,1.015,357.1428571428571,-5.357142857142833
1789772640395,1789772655411,1789772700000,btc-updown-5m-1789772400,50.0,0.14,0.87,22.45341714713988,3.1434784005995837,19.534472918011698,0.1122670857356994,22.79021840434698,1.015,22.45341714713988,-0.3368012572070995
1789772656040,1789772671370,1789772700000,btc-updown-5m-1789772400,50.0,0.14,0.87,8.079720880996364,1.131160923339491,7.029357166466837,0.040398604404981824,8.20091669421131,1.015,8.079720880996364,-0.12119581321494621
1789773246231,1789773261256,1789773300000,btc-updown-5m-1789773000,50.0,0.05,0.96,501.33,25.0665,481.2768,2.50665,508.84995,1.015,501.33,-7.519949999999994
1789773261808,1789773276845,1789773300000,btc-updown-5m-1789773000,50.0,0.05,0.96,22.920254063205522,1.1460127031602763,22.0034439006773,0.11460127031602761,23.264057874153604,1.015,22.920254063205522,-0.34380381094808143
1789775849650,1789775864787,1789776000000,btc-updown-5m-1789775700,50.0,0.08,0.93,512.4768594215908,40.998148753727264,476.6034792620795,2.562384297107954,520.1640123129147,1.015,512.4768594215908,-7.687152891323876
1789776473231,1789776488249,1789776600000,btc-updown-5m-1789776300,50.0,0.07,0.94,20.0,1.4000000000000001,18.799999999999997,0.1,20.299999999999997,1.015,20.0,-0.29999999999999716
1789776489389,1789776504401,1789776600000,btc-updown-5m-1789776300,50.0,0.07,0.94,75.0,5.250000000000001,70.5,0.375,76.125,1.015,75.0,-1.125
1789776505354,1789776520396,1789776600000,btc-updown-5m-1789776300,50.0,0.07,0.94,345.961385631313,24.217296994191912,325.2037024934342,1.7298069281565651,351.15080641578265,1.015,345.961385631313,-5.1894207844696325
1789776742369,1789776757412,1789776900000,btc-updown-5m-1789776600,50.0,0.14,0.87,202.72,28.380800000000004,176.3664,1.0136,205.7608,1.015,202.72,-3.04079999999999
1789776757979,1789776773003,1789776900000,btc-updown-5m-1789776600,50.0,0.14,0.87,85.0,11.9,73.95,0.425,86.275,1.015,85.0,-1.2750000000000057
1789776773161,1789776788181,1789776900000,btc-updown-5m-1789776600,50.0,0.14,0.98,88.95295149991574,12.453413209988206,87.17389246991742,0.4447647574995787,100.0720704374052,1.125,88.95295149991574,-11.11911893748946
1789777042133,1789777057146,1789777200000,btc-updown-5m-1789776900,50.0,0.12,0.89,85.0,10.2,75.65,0.425,86.275,1.015,85.0,-1.2750000000000057
1789777057542,1789777072620,1789777200000,btc-updown-5m-1789776900,50.0,0.12,0.89,110.0,13.2,97.9,0.55,111.65,1.015,110.0,-1.6500000000000057
1789777073111,1789777088254,1789777200000,btc-updown-5m-1789776900,50.0,0.12,0.88,153.01248112699193,18.36149773523903,134.6509833917529,0.7650624056349596,153.77754353262688,1.005,153.01248112699193,-0.76506240563495
1789777089061,1789777104083,1789777200000,btc-updown-5m-1789776900,50.0,0.13,0.88,11.768731159356932,1.5299350507164011,10.3564834202341,0.05884365579678466,11.945262126747288,1.015,11.768731159356932,-0.1765309673903559
1789777446719,1789777461792,1789777500000,btc-updown-5m-1789777200,50.0,0.04,0.97,299.27,11.970799999999999,290.2919,1.4963499999999998,303.75905,1.015,299.27,-4.48905000000002
1789777462663,1789777477672,1789777500000,btc-updown-5m-1789777200,50.0,0.04,0.96,57.87576402730454,2.3150305610921817,55.560733466212355,0.2893788201365227,58.165142847441054,1.005,57.87576402730454,-0.2893788201365126
1789778339330,1789778354372,1789778400000,btc-updown-5m-1789778100,50.0,0.03,0.98,342.32330992366815,10.269699297710044,335.4768437251948,1.7116165496183409,347.45815957252313,1.015,342.32330992366815,-5.134849648854981
1789778641299,1789778656576,1789778700000,btc-updown-5m-1789778400,50.0,0.08,0.93,36.58,2.9264,34.0194,0.1829,37.128699999999995,1.015,36.58,-0.5486999999999966
1789778656930,1789778671972,1789778700000,btc-updown-5m-1789778400,50.0,0.08,0.93,101.87,8.149600000000001,94.73910000000001,0.5093500000000001,103.39805000000001,1.015,101.87,-1.5280500000000075
1789778672737,1789778687775,1789778700000,btc-updown-5m-1789778400,50.0,0.08,0.92,10.0,0.8,9.200000000000001,0.05,10.050000000000002,1.005,10.0,-0.05000000000000249
1789778687874,1789778703092,1789778700000,btc-updown-5m-1789778400,50.0,0.09,0.47,53.0,4.77,24.91,0.265,29.945,0.565,53.0,23.055
1789779462445,1789779477479,1789779600000,btc-updown-5m-1789779300,50.0,0.11,0.9,347.57006837520765,38.23270752127284,312.8130615376869,1.7378503418760383,352.7836194008358,1.015,347.57006837520765,-5.213551025628135
1789781971768,1789781986790,1789782000000,btc-updown-5m-1789781700,50.0,0.03,0.98,140.35,4.2105,137.54299999999998,0.70175,142.45524999999998,1.015,140.35,-2.105249999999984
1789781987259,1789782002282,1789782000000,btc-updown-5m-1789781700,50.0,0.03,0.47,20.0,0.6,9.399999999999999,0.1,10.099999999999998,0.505,20.0,9.900000000000002
1789782234122,1789782249134,1789782300000,btc-updown-5m-1789782000,50.0,0.05,0.96,95.0,4.75,91.2,0.47500000000000003,96.425,1.015,95.0,-1.4249999999999972
1789782249722,1789782264742,1789782300000,btc-updown-5m-1789782000,50.0,0.05,0.96,100.0,5.0,96.0,0.5,101.5,1.015,100.0,-1.5
1789782265220,1789782280298,1789782300000,btc-updown-5m-1789782000,50.0,0.05,0.96,50.0,2.5,48.0,0.25,50.75,1.015,50.0,-0.75
1789782280692,1789782295759,1789782300000,btc-updown-5m-1789782000,50.0,0.05,0.97,43.31425547705463,2.1657127738527318,42.014827812742986,0.21657127738527315,44.39711186398099,1.025,43.31425547705463,-1.082856386926359
1789782393885,1789782408919,1789782600000,btc-updown-5m-1789782300,50.0,0.08,0.94,253.45423860005783,20.276339088004626,238.24698428405435,1.2672711930002891,259.7905945650593,1.025,253.45423860005783,-6.336355965001445
1789783937540,1789783952637,1789784100000,btc-updown-5m-1789783800,50.0,0.13,0.88,21.86,2.8418,19.2368,0.1093,22.1879,1.015,21.86,-0.32789999999999964
1789783952637,1789783967656,1789784100000,btc-updown-5m-1789783800,50.0,0.13,0.88,154.97667641517216,20.14696793397238,136.3794752453515,0.7748833820758608,157.30132656139975,1.015,154.97667641517216,-2.324650146227583
1789789478077,1789789493131,1789789500000,btc-updown-5m-1789789200,50.0,0.02,0.98,23.0,0.46,22.54,0.115,23.115,1.005,23.0,-0.11499999999999844
1789789493618,1789789508629,1789789500000,btc-updown-5m-1789789200,50.0,0.03,0.6,188.3,5.649,112.98,0.9415000000000001,119.57050000000001,0.635,188.3,68.7295
1789789737087,1789789752112,1789789800000,btc-updown-5m-1789789500,50.0,0.04,0.97,108.58,4.3432,105.3226,0.5429,110.2087,1.015,108.58,-1.628699999999995
1789789752758,1789789767800,1789789800000,btc-updown-5m-1789789500,50.0,0.04,0.98,122.66070302795609,4.9064281211182434,120.20748896739697,0.6133035151397804,125.72722060365498,1.025,122.66070302795609,-3.066517575698896
1789790654068,1789790669092,1789790700000,btc-updown-5m-1789790400,50.0,0.06,0.95,191.73532603276382,11.50411956196583,182.14855973112563,0.9586766301638191,194.61135592325527,1.015,191.73532603276382,-2.876029890491452
1789790855772,1789790871020,1789791000000,btc-updown-5m-1789790700,50.0,0.07,0.94,23.58,1.6506,22.1652,0.11789999999999999,23.933699999999998,1.015,23.58,-0.3536999999999999
1789790871442,1789790886455,1789791000000,btc-updown-5m-1789790700,50.0,0.07,0.94,75.0,5.250000000000001,70.5,0.375,76.125,1.015,75.0,-1.125
1789790886919,1789790901956,1789791000000,btc-updown-5m-1789790700,50.0,0.07,0.95,70.5442247325541,4.938095731278787,67.01701349592639,0.3527211236627705,72.30783035086796,1.025,70.5442247325541,-1.7636056183138606
1789792960938,1789792975989,1789793100000,btc-updown-5m-1789792800,50.0,0.04,0.97,149.91797408467087,5.996718963386835,145.42043486213075,0.7495898704233543,152.16674369594094,1.015,149.91797408467087,-2.2487696112700633
1789793007519,1789793022632,1789793100000,btc-updown-5m-1789792800,50.0,0.03,0.97,1.0149196793037774,0.03044759037911332,0.984472088924664,0.005074598396518887,1.0199942777002962,1.005,1.0149196793037774,-0.0050745983965188035
1789793621770,1789793636782,1789793700000,btc-updown-5m-1789793400,50.0,0.06,0.96,124.58655072184207,7.475193043310524,119.60308869296838,0.6229327536092104,127.70121448988812,1.025,124.58655072184207,-3.114663768046043
1789795148931,1789795163970,1789795200000,btc-updown-5m-1789794900,50.0,0.14,0.87,51.95,7.2730000000000015,45.1965,0.25975000000000004,52.72925,1.015,51.95,-0.7792499999999976
1789795164381,1789795179439,1789795200000,btc-updown-5m-1789794900,50.0,0.14,0.87,20.72,2.9008000000000003,18.0264,0.1036,21.0308,1.015,20.72,-0.3108000000000004
1789795680632,1789795695676,1789795800000,btc-updown-5m-1789795500,50.0,0.14,0.87,55.50994285714285,7.7713920000000005,48.293650285714286,0.2775497142857143,56.342591999999996,1.015,55.50994285714285,-0.832649142857143
1789797233002,1789797248010,1789797300000,btc-updown-5m-1789797000,50.0,0.04,0.97,37.9005661005661,1.516022644022644,36.76354911754912,0.1895028305028305,38.46907459207459,1.015,37.9005661005661,-0.5685084915084886
1789797752481,1789797767525,1789797900000,btc-updown-5m-1789797600,50.0,0.09,0.92,16.830774162774162,1.5147696746496746,15.484312229752229,0.08415387081387081,17.083235775215776,1.015,16.830774162774162,-0.25246161244161414
1789797861492,1789797876564,1789797900000,btc-updown-5m-1789797600,50.0,0.07,0.94,1.75925925925926,0.12314814814814821,1.6537037037037043,0.0087962962962963,1.7856481481481488,1.015,1.75925925925926,-0.026388888888888795
1789798140151,1789798155176,1789798200000,btc-updown-5m-1789797900,50.0,0.09,0.9,1.7010790532705817,0.15309711479435234,1.5309711479435235,0.00850539526635291,1.6925736580042288,0.995,1.7010790532705817,0.008505395266352966
1789801482053,1789801497130,1789801500000,btc-updown-5m-1789801200,50.0,0.002,0.999,0.01195219123505976,2.3904382470119523e-05,0.011940239043824701,5.976095617529881e-05,0.01202390438247012,1.0059999999999998,0.01195219123505976,-7.171314741035925e-05
