id,anchor_ts_ms,hedge_ts_ms,market_slug,market_duration,direction,first_bid,first_ask,first_bid_qty,first_ask_qty,second_ask,second_ask_qty,executable_qty,pair_cost,gross_edge,market_end_ms
51396,1789776489389,1789776504401,btc-updown-5m-1789776300,5m,DOWN->UP,0.06,0.07,20.0,577.54,0.94,75.0,75.0,1.01,-0.010000000000000009,1789776600000
51458,1789776505354,1789776520396,btc-updown-5m-1789776300,5m,DOWN->UP,0.06,0.07,75.0,356.7,0.94,809.7,356.7,1.01,-0.010000000000000009,1789776600000
51516,1789776520984,1789776536013,btc-updown-5m-1789776300,5m,DOWN->UP,0.06,0.07,967.7,39.03,0.76,172.85,39.03,0.8300000000000001,0.16999999999999993,1789776600000
52354,1789776742369,1789776757412,btc-updown-5m-1789776600,5m,DOWN->UP,0.13,0.14,193.17,214.0,0.87,202.72,202.72,1.01,-0.010000000000000009,1789776900000
52414,1789776757979,1789776773003,btc-updown-5m-1789776600,5m,DOWN->UP,0.13,0.14,202.72,364.4,0.87,85.0,85.0,1.01,-0.010000000000000009,1789776900000
52470,1789776773161,1789776788181,btc-updown-5m-1789776600,5m,DOWN->UP,0.13,0.14,85.0,603.22,0.98,1049.15,603.22,1.12,-0.1200000000000001,1789776900000
52532,1789776789162,1789776804221,btc-updown-5m-1789776600,5m,DOWN->UP,0.02,0.03,1049.15,522.8,0.98,1342.62,522.8,1.01,-0.010000000000000009,1789776900000
52592,1789776804970,1789776820016,btc-updown-5m-1789776600,5m,DOWN->UP,0.02,0.03,1336.62,309.57,0.99,9176.07,309.57,1.02,-0.020000000000000018,1789776900000
52652,1789776820626,1789776835627,btc-updown-5m-1789776600,5m,DOWN->UP,0.01,0.02,9176.07,288.23,0.98,379.33,288.23,1.0,0.0,1789776900000
52710,1789776836472,1789776851509,btc-updown-5m-1789776600,5m,DOWN->UP,0.02,0.03,247.59,610.47,0.98,492.79,492.79,1.01,-0.010000000000000009,1789776900000
52768,1789776851509,1789776866522,btc-updown-5m-1789776600,5m,DOWN->UP,0.02,0.03,492.79,747.48,0.98,1804.26,747.48,1.01,-0.010000000000000009,1789776900000
52822,1789776867295,1789776882309,btc-updown-5m-1789776600,5m,DOWN->UP,0.02,0.03,1804.26,354.8,0.96,44.99,44.99,0.99,0.010000000000000009,1789776900000
52884,1789776882873,1789776897933,btc-updown-5m-1789776600,5m,DOWN->UP,0.05,0.06,20.0,176.0,0.94,136.95,136.95,1.0,0.0,1789776900000
52944,1789776898784,1789776913825,btc-updown-5m-1789776600,5m,DOWN->UP,0.06,0.07,153.62,392.77,0.55,10.0,10.0,0.6200000000000001,0.3799999999999999,1789776900000
53488,1789777042133,1789777057146,btc-updown-5m-1789776900,5m,DOWN->UP,0.11,0.12,746.38,85.0,0.89,765.07,85.0,1.01,-0.010000000000000009,1789777200000
53550,1789777057542,1789777072620,btc-updown-5m-1789776900,5m,DOWN->UP,0.11,0.12,765.07,110.0,0.89,704.07,110.0,1.01,-0.010000000000000009,1789777200000
53608,1789777073111,1789777088254,btc-updown-5m-1789776900,5m,DOWN->UP,0.11,0.12,704.07,365.43,0.88,546.66,365.43,1.0,0.0,1789777200000
