id,anchor_ts_ms,hedge_ts_ms,market_slug,market_duration,direction,first_bid,first_ask,first_bid_qty,first_ask_qty,second_ask,second_ask_qty,executable_qty,pair_cost,gross_edge,market_end_ms
53664,1789777089061,1789777104083,btc-updown-5m-1789776900,5m,DOWN->UP,0.12,0.13,546.66,99.62,0.88,638.26,99.62,1.01,-0.010000000000000009,1789777200000
53724,1789777104826,1789777119873,btc-updown-5m-1789776900,5m,DOWN->UP,0.12,0.13,633.26,118.0,0.88,50.97,50.97,1.01,-0.010000000000000009,1789777200000
53782,1789777119986,1789777135194,btc-updown-5m-1789776900,5m,DOWN->UP,0.12,0.13,50.97,915.75,0.89,199.94,199.94,1.02,-0.020000000000000018,1789777200000
53842,1789777135702,1789777150726,btc-updown-5m-1789776900,5m,DOWN->UP,0.11,0.12,199.94,586.58,0.89,55.0,55.0,1.01,-0.010000000000000009,1789777200000
53902,1789777151211,1789777166251,btc-updown-5m-1789776900,5m,DOWN->UP,0.11,0.12,60.0,664.44,0.9,250.0,250.0,1.02,-0.020000000000000018,1789777200000
53988,1789777171918,1789777201129,btc-updown-5m-1789776900,5m,DOWN->UP,0.1,0.11,200.47,505.78,0.58,50.0,50.0,0.69,0.31000000000000005,1789777200000
54944,1789777446719,1789777461792,btc-updown-5m-1789777200,5m,DOWN->UP,0.03,0.04,87.69,376.62,0.97,299.27,299.27,1.01,-0.010000000000000009,1789777500000
55004,1789777462663,1789777477672,btc-updown-5m-1789777200,5m,DOWN->UP,0.03,0.04,149.27,101.77,0.96,311.2,101.77,1.0,0.0,1789777500000
55062,1789777477933,1789777492960,btc-updown-5m-1789777200,5m,DOWN->UP,0.04,0.05,311.2,219.0,0.97,45.0,45.0,1.02,-0.020000000000000018,1789777500000
55122,1789777493786,1789777508789,btc-updown-5m-1789777200,5m,DOWN->UP,0.03,0.04,60.0,361.66,0.44,142.9,142.9,0.48,0.52,1789777500000
57818,1789778339330,1789778354372,btc-updown-5m-1789778100,5m,DOWN->UP,0.02,0.03,634.89,691.58,0.98,398.82,398.82,1.01,-0.010000000000000009,1789778400000
57878,1789778354971,1789778369985,btc-updown-5m-1789778100,5m,DOWN->UP,0.02,0.03,373.95,700.05,0.98,209.71,209.71,1.01,-0.010000000000000009,1789778400000
57936,1789778370358,1789778385411,btc-updown-5m-1789778100,5m,DOWN->UP,0.02,0.03,209.71,780.35,0.99,3160.67,780.35,1.02,-0.020000000000000018,1789778400000
57998,1789778386010,1789778401729,btc-updown-5m-1789778100,5m,DOWN->UP,0.01,0.02,3160.67,366.0,0.51,93.49,93.49,0.53,0.47,1789778400000
58964,1789778641299,1789778656576,btc-updown-5m-1789778400,5m,DOWN->UP,0.07,0.08,80.76,51.87,0.93,36.58,36.58,1.01,-0.010000000000000009,1789778700000
59022,1789778656930,1789778671972,btc-updown-5m-1789778400,5m,DOWN->UP,0.07,0.08,51.58,101.87,0.93,595.49,101.87,1.01,-0.010000000000000009,1789778700000
59082,1789778672737,1789778687775,btc-updown-5m-1789778400,5m,DOWN->UP,0.07,0.08,610.49,10.0,0.92,141.9,10.0,1.0,0.0,1789778700000
59140,1789778687874,1789778703092,btc-updown-5m-1789778400,5m,DOWN->UP,0.08,0.09,98.9,63.0,0.47,53.0,53.0,0.5599999999999999,0.44000000000000006,1789778700000
61802,1789779462445,1789779477479,btc-updown-5m-1789779300,5m,DOWN->UP,0.1,0.11,629.88,831.52,0.9,484.82,484.82,1.01,-0.010000000000000009,1789779600000
61836,1789779478257,1789779493290,btc-updown-5m-1789779300,5m,DOWN->UP,0.1,0.11,484.82,584.04,0.9,467.62,467.62,1.01,-0.010000000000000009,1789779600000
61866,1789779494134,1789779509247,btc-updown-5m-1789779300,5m,DOWN->UP,0.1,0.11,467.62,710.54,0.9,457.62,457.62,1.01,-0.010000000000000009,1789779600000
61894,1789779509434,1789779524547,btc-updown-5m-1789779300,5m,DOWN->UP,0.1,0.11,457.62,716.44,0.9,476.5,476.5,1.01,-0.010000000000000009,1789779600000
61920,1789779524714,1789779540153,btc-updown-5m-1789779300,5m,DOWN->UP,0.1,0.11,476.5,618.82,0.9,476.5,476.5,1.01,-0.010000000000000009,1789779600000
61944,1789779540153,1789779558950,btc-updown-5m-1789779300,5m,DOWN->UP,0.1,0.11,476.5,723.08,0.9,408.47,408.47,1.01,-0.010000000000000009,1789779600000
61970,1789779558950,1789779574199,btc-updown-5m-1789779300,5m,DOWN->UP,0.1,0.11,408.47,817.1,0.9,403.47,403.47,1.01,-0.010000000000000009,1789779600000
61992,1789779574437,1789779590282,btc-updown-5m-1789779300,5m,DOWN->UP,0.1,0.11,403.47,718.1,0.9,403.47,403.47,1.01,-0.010000000000000009,1789779600000
62016,1789779590282,1789779605394,btc-updown-5m-1789779300,5m,DOWN->UP,0.1,0.11,403.47,703.1,0.67,338.96,338.96,0.78,0.21999999999999997,1789779600000
70110,1789781971768,1789781986790,btc-updown-5m-1789781700,5m,DOWN->UP,0.02,0.03,684.55,140.35,0.98,260.74,140.35,1.01,-0.010000000000000009,1789782000000
70168,1789781987259,1789782002282,btc-updown-5m-1789781700,5m,DOWN->UP,0.02,0.03,273.24,420.89,0.47,20.0,20.0,0.5,0.5,1789782000000
71088,1789782234122,1789782249134,btc-updown-5m-1789782000,5m,DOWN->UP,0.04,0.05,130.0,346.99,0.96,95.0,95.0,1.01,-0.010000000000000009,1789782300000
71118,1789782249722,1789782264742,btc-updown-5m-1789782000,5m,DOWN->UP,0.04,0.05,110.0,474.25,0.96,100.0,100.0,1.01,-0.010000000000000009,1789782300000
71148,1789782265220,1789782280298,btc-updown-5m-1789782000,5m,DOWN->UP,0.04,0.05,100.0,469.25,0.96,50.0,50.0,1.01,-0.010000000000000009,1789782300000
71178,1789782280692,1789782295759,btc-updown-5m-1789782000,5m,DOWN->UP,0.04,0.05,40.0,484.25,0.97,539.34,484.25,1.02,-0.020000000000000018,1789782300000
71208,1789782296221,1789782311458,btc-updown-5m-1789782000,5m,DOWN->UP,0.03,0.04,539.34,234.57,0.49,80.82,80.82,0.53,0.47,1789782300000
71564,1789782393885,1789782408919,btc-updown-5m-1789782300,5m,DOWN->UP,0.07,0.08,79.83,726.92,0.94,377.0,377.0,1.02,-0.020000000000000018,1789782600000
71624,1789782409345,1789782424699,btc-updown-5m-1789782300,5m,DOWN->UP,0.06,0.07,372.0,234.99,0.94,92.32,92.32,1.01,-0.010000000000000009,1789782600000
71682,1789782425007,1789782440061,btc-updown-5m-1789782300,5m,DOWN->UP,0.06,0.07,92.32,230.71,0.94,150.32,150.32,1.01,-0.010000000000000009,1789782600000
71742,1789782440885,1789782455942,btc-updown-5m-1789782300,5m,DOWN->UP,0.06,0.07,74.32,621.13,0.94,21.38,21.38,1.01,-0.010000000000000009,1789782600000
71802,1789782456439,1789782471465,btc-updown-5m-1789782300,5m,DOWN->UP,0.06,0.07,21.38,876.12,0.95,630.75,630.75,1.02,-0.020000000000000018,1789782600000
71862,1789782472325,1789782487365,btc-updown-5m-1789782300,5m,DOWN->UP,0.05,0.06,615.75,80.32,0.94,214.82,80.32,1.0,0.0,1789782600000
71922,1789782488070,1789782503070,btc-updown-5m-1789782300,5m,DOWN->UP,0.06,0.07,231.82,707.22,0.94,149.6,149.6,1.01,-0.010000000000000009,1789782600000
71982,1789782503446,1789782518507,btc-updown-5m-1789782300,5m,DOWN->UP,0.06,0.07,149.6,788.0,0.94,77.89,77.89,1.01,-0.010000000000000009,1789782600000
72042,1789782519251,1789782534265,btc-updown-5m-1789782300,5m,DOWN->UP,0.06,0.07,99.8,724.08,0.94,96.29,96.29,1.01,-0.010000000000000009,1789782600000
72102,1789782534959,1789782550006,btc-updown-5m-1789782300,5m,DOWN->UP,0.06,0.07,91.29,674.4,0.94,141.29,141.29,1.01,-0.010000000000000009,1789782600000
72158,1789782550508,1789782565543,btc-updown-5m-1789782300,5m,DOWN->UP,0.06,0.07,134.9,668.54,0.95,273.36,273.36,1.02,-0.020000000000000018,1789782600000
72218,1789782565931,1789782580970,btc-updown-5m-1789782300,5m,DOWN->UP,0.05,0.06,273.36,190.99,0.95,265.97,190.99,1.01,-0.010000000000000009,1789782600000
72278,1789782581564,1789782596598,btc-updown-5m-1789782300,5m,DOWN->UP,0.05,0.06,260.97,589.21,0.95,313.21,313.21,1.01,-0.010000000000000009,1789782600000
72336,1789782596692,1789782611815,btc-updown-5m-1789782300,5m,DOWN->UP,0.05,0.06,313.21,784.21,0.64,110.86,110.86,0.7,0.30000000000000004,1789782600000
77116,1789783937540,1789783952637,btc-updown-5m-1789783800,5m,DOWN->UP,0.12,0.13,23.0,480.4,0.88,21.86,21.86,1.01,-0.010000000000000009,1789784100000
77168,1789783952637,1789783967656,btc-updown-5m-1789783800,5m,DOWN->UP,0.12,0.13,21.86,543.4,0.88,157.0,157.0,1.01,-0.010000000000000009,1789784100000
77228,1789783968337,1789783983367,btc-updown-5m-1789783800,5m,DOWN->UP,0.12,0.13,152.0,455.2,0.88,542.16,455.2,1.01,-0.010000000000000009,1789784100000
77290,1789783983786,1789783999489,btc-updown-5m-1789783800,5m,DOWN->UP,0.12,0.13,542.16,94.0,0.88,507.16,94.0,1.01,-0.010000000000000009,1789784100000
77344,1789783999489,1789784014509,btc-updown-5m-1789783800,5m,DOWN->UP,0.12,0.13,507.16,89.0,0.97,782.29,89.0,1.1,-0.10000000000000009,1789784100000
77404,1789784015164,1789784030169,btc-updown-5m-1789783800,5m,DOWN->UP,0.03,0.04,832.29,182.93,0.96,386.33,182.93,1.0,0.0,1789784100000
77466,1789784030967,1789784046001,btc-updown-5m-1789783800,5m,DOWN->UP,0.04,0.05,406.33,191.0,0.96,1379.28,191.0,1.01,-0.010000000000000009,1789784100000
77520,1789784046321,1789784061353,btc-updown-5m-1789783800,5m,DOWN->UP,0.04,0.05,1379.28,69.59,0.95,245.0,69.59,1.0,0.0,1789784100000
77580,1789784061971,1789784076992,btc-updown-5m-1789783800,5m,DOWN->UP,0.05,0.06,315.48,124.0,0.95,566.15,124.0,1.01,-0.010000000000000009,1789784100000
77622,1789784077817,1789784092956,btc-updown-5m-1789783800,5m,DOWN->UP,0.05,0.06,494.15,216.43,0.95,389.34,216.43,1.01,-0.010000000000000009,1789784100000
77670,1789784093538,1789784108553,btc-updown-5m-1789783800,5m,DOWN->UP,0.05,0.06,444.34,345.34,0.39,1734.75,345.34,0.45,0.55,1789784100000
97292,1789789478077,1789789493131,btc-updown-5m-1789789200,5m,DOWN->UP,0.01,0.02,15.0,23.0,0.98,669.13,23.0,1.0,0.0,1789789500000
97352,1789789493618,1789789508629,btc-updown-5m-1789789200,5m,DOWN->UP,0.02,0.03,714.13,188.3,0.6,448.33,188.3,0.63,0.37,1789789500000
98280,1789789737087,1789789752112,btc-updown-5m-1789789500,5m,DOWN->UP,0.03,0.04,446.8,108.58,0.97,139.99,108.58,1.01,-0.010000000000000009,1789789800000
98342,1789789752758,1789789767800,btc-updown-5m-1789789500,5m,DOWN->UP,0.03,0.04,139.99,374.87,0.98,1105.45,374.87,1.02,-0.020000000000000018,1789789800000
98402,1789789768542,1789789783618,btc-updown-5m-1789789500,5m,DOWN->UP,0.02,0.03,1180.45,295.0,0.98,1010.02,295.0,1.01,-0.010000000000000009,1789789800000
98462,1789789784430,1789789799444,btc-updown-5m-1789789500,5m,DOWN->UP,0.02,0.03,1010.02,366.94,0.98,755.79,366.94,1.01,-0.010000000000000009,1789789800000
101772,1789790654068,1789790669092,btc-updown-5m-1789790400,5m,DOWN->UP,0.05,0.06,1970.28,997.05,0.95,1898.16,997.05,1.01,-0.010000000000000009,1789790700000
101832,1789790669601,1789790684640,btc-updown-5m-1789790400,5m,DOWN->UP,0.05,0.06,1898.16,1071.04,0.95,514.49,514.49,1.01,-0.010000000000000009,1789790700000
101896,1789790685205,1789790701761,btc-updown-5m-1789790400,5m,DOWN->UP,0.05,0.06,519.49,1232.63,0.44,63.0,63.0,0.5,0.5,1789790700000
102544,1789790855772,1789790871020,btc-updown-5m-1789790700,5m,DOWN->UP,0.06,0.07,38.75,355.85,0.94,23.58,23.58,1.01,-0.010000000000000009,1789791000000
102604,1789790871442,1789790886455,btc-updown-5m-1789790700,5m,DOWN->UP,0.06,0.07,23.58,229.42,0.94,75.0,75.0,1.01,-0.010000000000000009,1789791000000
102664,1789790886919,1789790901956,btc-updown-5m-1789790700,5m,DOWN->UP,0.06,0.07,75.0,232.23,0.95,226.63,226.63,1.02,-0.020000000000000018,1789791000000
102724,1789790902272,1789790917298,btc-updown-5m-1789790700,5m,DOWN->UP,0.05,0.06,221.63,85.53,0.95,94.63,85.53,1.01,-0.010000000000000009,1789791000000
102780,1789790917471,1789790932477,btc-updown-5m-1789790700,5m,DOWN->UP,0.05,0.06,94.63,374.03,0.96,267.0,267.0,1.02,-0.020000000000000018,1789791000000
102840,1789790933171,1789790948204,btc-updown-5m-1789790700,5m,DOWN->UP,0.04,0.05,206.79,298.98,0.96,191.79,191.79,1.01,-0.010000000000000009,1789791000000
102894,1789790948918,1789790963924,btc-updown-5m-1789790700,5m,DOWN->UP,0.04,0.05,241.79,525.79,0.97,573.35,525.79,1.02,-0.020000000000000018,1789791000000
102950,1789790964085,1789790979167,btc-updown-5m-1789790700,5m,DOWN->UP,0.03,0.04,523.35,283.19,0.97,454.51,283.19,1.01,-0.010000000000000009,1789791000000
103022,1789790979762,1789791000686,btc-updown-5m-1789790700,5m,DOWN->UP,0.03,0.04,454.51,102.2,0.38,343.45,102.2,0.42,0.5800000000000001,1789791000000
110300,1789792960938,1789792975989,btc-updown-5m-1789792800,5m,DOWN->UP,0.03,0.04,527.06,601.98,0.97,417.35,417.35,1.01,-0.010000000000000009,1789793100000
110356,1789792975989,1789792991052,btc-updown-5m-1789792800,5m,DOWN->UP,0.03,0.04,417.35,639.53,0.97,510.37,510.37,1.01,-0.010000000000000009,1789793100000
110416,1789792991942,1789793007000,btc-updown-5m-1789792800,5m,DOWN->UP,0.03,0.04,510.37,538.2,0.98,885.14,538.2,1.02,-0.020000000000000018,1789793100000
110476,1789793007519,1789793022632,btc-updown-5m-1789792800,5m,DOWN->UP,0.02,0.03,885.14,221.3,0.97,279.73,221.3,1.0,0.0,1789793100000
110534,1789793023529,1789793038532,btc-updown-5m-1789792800,5m,DOWN->UP,0.03,0.04,454.73,445.08,0.97,496.4,445.08,1.01,-0.010000000000000009,1789793100000
110592,1789793039502,1789793054540,btc-updown-5m-1789792800,5m,DOWN->UP,0.03,0.04,501.4,475.08,0.97,185.05,185.05,1.01,-0.010000000000000009,1789793100000
110654,1789793055518,1789793070624,btc-updown-5m-1789792800,5m,DOWN->UP,0.03,0.04,185.05,788.7,0.97,95.0,95.0,1.01,-0.010000000000000009,1789793100000
110710,1789793070711,1789793085720,btc-updown-5m-1789792800,5m,DOWN->UP,0.03,0.04,95.0,938.59,0.98,534.9,534.9,1.02,-0.020000000000000018,1789793100000
110768,1789793086547,1789793101571,btc-updown-5m-1789792800,5m,DOWN->UP,0.02,0.03,584.9,576.0,0.37,70.0,70.0,0.4,0.6,1789793100000
112780,1789793621770,1789793636782,btc-updown-5m-1789793400,5m,DOWN->UP,0.05,0.06,157.0,527.27,0.96,1436.52,527.27,1.02,-0.020000000000000018,1789793700000
112840,1789793637465,1789793652769,btc-updown-5m-1789793400,5m,DOWN->UP,0.04,0.05,1436.52,288.0,0.96,530.93,288.0,1.01,-0.010000000000000009,1789793700000
112898,1789793653292,1789793668345,btc-updown-5m-1789793400,5m,DOWN->UP,0.04,0.05,515.93,341.51,0.96,614.31,341.51,1.01,-0.010000000000000009,1789793700000
112958,1789793669045,1789793684048,btc-updown-5m-1789793400,5m,DOWN->UP,0.04,0.05,658.26,191.93,0.96,470.57,191.93,1.01,-0.010000000000000009,1789793700000
113018,1789793684490,1789793699532,btc-updown-5m-1789793400,5m,DOWN->UP,0.04,0.05,135.56,342.53,0.97,1659.71,342.53,1.02,-0.020000000000000018,1789793700000
118170,1789795148931,1789795163970,btc-updown-5m-1789794900,5m,DOWN->UP,0.13,0.14,50.0,70.66,0.87,51.95,51.95,1.01,-0.010000000000000009,1789795200000
118230,1789795164381,1789795179439,btc-updown-5m-1789794900,5m,DOWN->UP,0.13,0.14,51.95,531.21,0.87,20.72,20.72,1.01,-0.010000000000000009,1789795200000
118290,1789795180243,1789795195267,btc-updown-5m-1789794900,5m,DOWN->UP,0.13,0.14,20.72,648.9,0.87,20.72,20.72,1.01,-0.010000000000000009,1789795200000
118348,1789795196135,1789795211186,btc-updown-5m-1789794900,5m,DOWN->UP,0.13,0.14,20.72,541.76,0.31,153.0,153.0,0.45,0.55,1789795200000
120164,1789795680632,1789795695676,btc-updown-5m-1789795500,5m,DOWN->UP,0.13,0.14,70.0,190.0,0.87,68.85,68.85,1.01,-0.010000000000000009,1789795800000
120224,1789795696407,1789795711443,btc-updown-5m-1789795500,5m,DOWN->UP,0.13,0.14,68.85,641.05,0.87,15.0,15.0,1.01,-0.010000000000000009,1789795800000
120284,1789795712312,1789795727312,btc-updown-5m-1789795500,5m,DOWN->UP,0.13,0.14,15.0,745.05,0.91,120.0,120.0,1.05,-0.050000000000000044,1789795800000
120344,1789795727818,1789795742850,btc-updown-5m-1789795500,5m,DOWN->UP,0.09,0.11,120.0,93.0,0.91,144.24,93.0,1.02,-0.020000000000000018,1789795800000
120402,1789795743660,1789795758687,btc-updown-5m-1789795500,5m,DOWN->UP,0.09,0.1,149.24,163.07,0.91,368.5,163.07,1.01,-0.010000000000000009,1789795800000
125862,1789797233002,1789797248010,btc-updown-5m-1789797000,5m,DOWN->UP,0.03,0.04,270.75,499.82,0.97,240.18,240.18,1.01,-0.010000000000000009,1789797300000
125922,1789797248563,1789797263572,btc-updown-5m-1789797000,5m,DOWN->UP,0.03,0.04,253.68,592.86,0.98,1153.67,592.86,1.02,-0.020000000000000018,1789797300000
125982,1789797264072,1789797279237,btc-updown-5m-1789797000,5m,DOWN->UP,0.02,0.03,1168.77,345.0,0.98,1128.2,345.0,1.01,-0.010000000000000009,1789797300000
126042,1789797279507,1789797294548,btc-updown-5m-1789797000,5m,DOWN->UP,0.02,0.03,1128.2,366.59,0.98,1064.27,366.59,1.01,-0.010000000000000009,1789797300000
126102,1789797295260,1789797310283,btc-updown-5m-1789797000,5m,DOWN->UP,0.02,0.03,1039.28,439.67,0.55,115.35,115.35,0.5800000000000001,0.41999999999999993,1789797300000
127836,1789797752481,1789797767525,btc-updown-5m-1789797600,5m,DOWN->UP,0.08,0.09,509.9,268.19,0.92,259.34,259.34,1.01,-0.010000000000000009,1789797900000
127896,1789797767944,1789797782960,btc-updown-5m-1789797600,5m,DOWN->UP,0.08,0.09,259.34,1367.69,0.92,249.99,249.99,1.01,-0.010000000000000009,1789797900000
127954,1789797783373,1789797798492,btc-updown-5m-1789797600,5m,DOWN->UP,0.08,0.09,249.99,987.89,0.92,268.27,268.27,1.01,-0.010000000000000009,1789797900000
128014,1789797798934,1789797813934,btc-updown-5m-1789797600,5m,DOWN->UP,0.08,0.09,268.27,205.47,0.92,213.39,205.47,1.01,-0.010000000000000009,1789797900000
128074,1789797814456,1789797829658,btc-updown-5m-1789797600,5m,DOWN->UP,0.08,0.09,213.39,309.76,0.93,90.0,90.0,1.02,-0.020000000000000018,1789797900000
128134,1789797830523,1789797845551,btc-updown-5m-1789797600,5m,DOWN->UP,0.07,0.08,90.0,313.57,0.93,125.0,125.0,1.01,-0.010000000000000009,1789797900000
128190,1789797846023,1789797861073,btc-updown-5m-1789797600,5m,DOWN->UP,0.07,0.08,125.0,389.28,0.94,314.85,314.85,1.02,-0.020000000000000018,1789797900000
128244,1789797861492,1789797876564,btc-updown-5m-1789797600,5m,DOWN->UP,0.06,0.07,294.85,55.0,0.94,150.0,55.0,1.01,-0.010000000000000009,1789797900000
128304,1789797876893,1789797891912,btc-updown-5m-1789797600,5m,DOWN->UP,0.06,0.07,150.0,124.34,0.94,85.68,85.68,1.01,-0.010000000000000009,1789797900000
128364,1789797892218,1789797907250,btc-updown-5m-1789797600,5m,DOWN->UP,0.06,0.07,70.68,302.04,0.46,688.99,302.04,0.53,0.47,1789797900000
128940,1789798046133,1789798061196,btc-updown-5m-1789797900,5m,DOWN->UP,0.09,0.1,35.0,775.97,0.91,36.02,36.02,1.01,-0.010000000000000009,1789798200000
129000,1789798061882,1789798076925,btc-updown-5m-1789797900,5m,DOWN->UP,0.09,0.1,36.02,893.51,0.92,330.17,330.17,1.02,-0.020000000000000018,1789798200000
129060,1789798077631,1789798092645,btc-updown-5m-1789797900,5m,DOWN->UP,0.08,0.09,355.17,543.69,0.92,286.59,286.59,1.01,-0.010000000000000009,1789798200000
129120,1789798093116,1789798108156,btc-updown-5m-1789797900,5m,DOWN->UP,0.08,0.09,286.59,585.66,0.92,170.08,170.08,1.01,-0.010000000000000009,1789798200000
129180,1789798108572,1789798123583,btc-updown-5m-1789797900,5m,DOWN->UP,0.08,0.09,170.08,634.92,0.92,531.66,531.66,1.01,-0.010000000000000009,1789798200000
129240,1789798124450,1789798139499,btc-updown-5m-1789797900,5m,DOWN->UP,0.08,0.09,531.66,181.25,0.92,1291.8,181.25,1.01,-0.010000000000000009,1789798200000
129300,1789798140151,1789798155176,btc-updown-5m-1789797900,5m,DOWN->UP,0.08,0.09,1156.8,2.56,0.9,323.58,2.56,0.99,0.010000000000000009,1789798200000
129360,1789798155734,1789798170779,btc-updown-5m-1789797900,5m,DOWN->UP,0.1,0.11,323.58,540.04,0.9,377.27,377.27,1.01,-0.010000000000000009,1789798200000
129420,1789798171238,1789798186283,btc-updown-5m-1789797900,5m,DOWN->UP,0.1,0.11,382.68,844.58,0.9,225.71,225.71,1.01,-0.010000000000000009,1789798200000
129478,1789798186998,1789798202296,btc-updown-5m-1789797900,5m,DOWN->UP,0.1,0.11,225.71,378.53,0.33,640.66,378.53,0.44,0.56,1789798200000
135578,1789799847926,1789799862942,btc-updown-5m-1789799700,5m,DOWN->UP,0.04,0.05,239.91,518.7,0.97,1137.98,518.7,1.02,-0.020000000000000018,1789800000000
135638,1789799863487,1789799878500,btc-updown-5m-1789799700,5m,DOWN->UP,0.03,0.04,1117.98,180.0,0.97,1120.98,180.0,1.01,-0.010000000000000009,1789800000000
135698,1789799878835,1789799893849,btc-updown-5m-1789799700,5m,DOWN->UP,0.03,0.04,1140.98,85.0,0.97,990.33,85.0,1.01,-0.010000000000000009,1789800000000
135758,1789799894149,1789799909175,btc-updown-5m-1789799700,5m,DOWN->UP,0.03,0.04,990.33,144.62,0.96,1968.33,144.62,1.0,0.0,1789800000000
135818,1789799909760,1789799924763,btc-updown-5m-1789799700,5m,DOWN->UP,0.04,0.05,1669.49,321.37,0.96,164.0,164.0,1.01,-0.010000000000000009,1789800000000
135878,1789799925242,1789799940250,btc-updown-5m-1789799700,5m,DOWN->UP,0.04,0.05,164.0,673.87,0.96,391.97,391.97,1.01,-0.010000000000000009,1789800000000
135938,1789799940843,1789799955875,btc-updown-5m-1789799700,5m,DOWN->UP,0.04,0.05,396.97,214.86,0.96,122.95,122.95,1.01,-0.010000000000000009,1789800000000
136000,1789799956335,1789799971541,btc-updown-5m-1789799700,5m,DOWN->UP,0.04,0.05,122.95,602.16,0.96,68.0,68.0,1.01,-0.010000000000000009,1789800000000
136060,1789799971983,1789799986997,btc-updown-5m-1789799700,5m,DOWN->UP,0.04,0.05,62.79,685.48,0.96,62.79,62.79,1.01,-0.010000000000000009,1789800000000
136120,1789799987793,1789800002807,btc-updown-5m-1789799700,5m,DOWN->UP,0.04,0.05,62.79,715.05,0.47,138.36,138.36,0.52,0.48,1789800000000
138266,1789800549654,1789800564710,btc-updown-5m-1789800300,5m,DOWN->UP,0.1,0.11,45.0,67.0,0.9,6.53,6.53,1.01,-0.010000000000000009,1789800600000
140444,1789801147188,1789801162222,btc-updown-5m-1789800900,5m,DOWN->UP,0.13,0.14,554.0,6.66,0.86,282.33,6.66,1.0,0.0,1789801200000
141306,1789801374657,1789801389669,btc-updown-5m-1789801200,5m,DOWN->UP,0.13,0.14,100.0,65.0,0.9,711.85,65.0,1.04,-0.040000000000000036,1789801500000
141368,1789801390349,1789801405382,btc-updown-5m-1789801200,5m,DOWN->UP,0.11,0.12,22.0,39.99,0.88,346.63,39.99,1.0,0.0,1789801500000
141428,1789801406032,1789801421093,btc-updown-5m-1789801200,5m,DOWN->UP,0.12,0.13,396.63,236.72,0.88,335.86,236.72,1.01,-0.010000000000000009,1789801500000
141488,1789801421779,1789801436809,btc-updown-5m-1789801200,5m,DOWN->UP,0.12,0.13,340.86,224.55,0.88,338.61,224.55,1.01,-0.010000000000000009,1789801500000
141604,1789801452262,1789801482053,btc-updown-5m-1789801200,5m,DOWN->UP,0.002,0.01,7.0,6174.13,0.999,7.0,7.0,1.009,-0.008999999999999897,1789801500000
141642,1789801482053,1789801497130,btc-updown-5m-1789801200,5m,DOWN->UP,0.001,0.002,7.0,1.0,0.999,7.0,1.0,1.001,-0.0009999999999998899,1789801500000
141702,1789801497642,1789801512702,btc-updown-5m-1789801200,5m,DOWN->UP,0.001,0.01,7.0,5949.84,0.5,24.68,24.68,0.51,0.49,1789801500000
144434,1789802332385,1789802347461,btc-updown-5m-1789802100,5m,DOWN->UP,0.01,0.02,230.0,441.0,0.99,4610.08,441.0,1.01,-0.010000000000000009,1789802400000
144494,1789802347818,1789802362854,btc-updown-5m-1789802100,5m,DOWN->UP,0.01,0.02,4610.08,422.0,0.99,4835.07,422.0,1.01,-0.010000000000000009,1789802400000
144554,1789802363147,1789802378159,btc-updown-5m-1789802100,5m,DOWN->UP,0.01,0.02,4835.07,321.3,0.99,5376.07,321.3,1.01,-0.010000000000000009,1789802400000
144612,1789802378795,1789802393837,btc-updown-5m-1789802100,5m,DOWN->UP,0.01,0.02,5125.07,128.8,0.99,5582.81,128.8,1.01,-0.010000000000000009,1789802400000
144670,1789802394792,1789802409810,btc-updown-5m-1789802100,5m,DOWN->UP,0.01,0.02,5387.82,253.8,0.31,15.0,15.0,0.33,0.6699999999999999,1789802400000
147798,1789803252089,1789803267142,btc-updown-5m-1789803000,5m,DOWN->UP,0.01,0.02,3088.56,365.93,0.99,2539.41,365.93,1.01,-0.010000000000000009,1789803300000
147858,1789803267765,1789803282791,btc-updown-5m-1789803000,5m,DOWN->UP,0.01,0.02,2539.41,320.65,0.99,3747.23,320.65,1.01,-0.010000000000000009,1789803300000
147918,1789803283589,1789803298598,btc-updown-5m-1789803000,5m,DOWN->UP,0.01,0.02,3742.23,320.65,0.95,232.64,232.64,0.97,0.030000000000000027,1789803300000
147978,1789803298886,1789803313915,btc-updown-5m-1789803000,5m,DOWN->UP,0.05,0.06,232.64,180.4,0.45,108.37,108.37,0.51,0.49,1789803300000
150046,1789803840968,1789803855981,btc-updown-5m-1789803600,5m,DOWN->UP,0.06,0.07,150.87,444.36,0.95,176.59,176.59,1.02,-0.020000000000000018,1789803900000
150106,1789803856815,1789803871850,btc-updown-5m-1789803600,5m,DOWN->UP,0.05,0.06,159.0,247.07,0.95,57.0,57.0,1.01,-0.010000000000000009,1789803900000
150166,1789803872444,1789803887459,btc-updown-5m-1789803600,5m,DOWN->UP,0.05,0.06,57.0,504.07,0.96,28.57,28.57,1.02,-0.020000000000000018,1789803900000
150208,1789803888167,1789803903194,btc-updown-5m-1789803600,5m,DOWN->UP,0.04,0.05,28.57,186.07,0.49,34.65,34.65,0.54,0.45999999999999996,1789803900000
151898,1789804338110,1789804353130,btc-updown-5m-1789804200,5m,DOWN->UP,0.1,0.11,90.0,843.82,0.9,100.83,100.83,1.01,-0.010000000000000009,1789804500000
151958,1789804353466,1789804368518,btc-updown-5m-1789804200,5m,DOWN->UP,0.1,0.11,100.83,861.69,0.91,127.81,127.81,1.02,-0.020000000000000018,1789804500000
