anchor_ts_ms,hedge_ts_ms,market_end_ms,market_slug,leg1_budget,first_ask,second_ask,qty,leg1_cost,leg2_cost,friction,total_cost,pair_cost_net,status,payout,pnl
1789768762883,1789768777900,1789768800000,btc-updown-5m-1789768500,20.0,0.04,0.97,157.14,6.2856,152.42579999999998,0.7857,159.49709999999996,1.015,SETTLED,157.14,-2.357099999999974
1789768778640,1789768793683,1789768800000,btc-updown-5m-1789768500,20.0,0.04,0.97,147.94080489143568,5.917632195657427,143.5025807446926,0.7397040244571784,150.15991696480722,1.015,SETTLED,147.94080489143568,-2.219112073371548
1789772608976,1789772624027,1789772700000,btc-updown-5m-1789772400,20.0,0.14,0.87,142.85714285714283,20.0,124.28571428571426,0.7142857142857142,145.0,1.015,SETTLED,142.85714285714283,-2.142857142857167
1789772624721,1789772639744,1789772700000,btc-updown-5m-1789772400,20.0,0.14,0.87,142.85714285714283,20.0,124.28571428571426,0.7142857142857142,145.0,1.015,SETTLED,142.85714285714283,-2.142857142857167
1789772640395,1789772655411,1789772700000,btc-updown-5m-1789772400,20.0,0.14,0.87,142.85714285714283,20.0,124.28571428571426,0.7142857142857142,145.0,1.015,SETTLED,142.85714285714283,-2.142857142857167
1789772656040,1789772671370,1789772700000,btc-updown-5m-1789772400,20.0,0.14,0.87,29.29,4.1006,25.4823,0.14645,29.72935,1.015,SETTLED,29.29,-0.439350000000001
1789772675638,1789772704942,1789772700000,btc-updown-5m-1789772400,20.0,0.14,0.45,142.85714285714283,20.0,64.28571428571428,0.7142857142857142,84.99999999999999,0.5950000000000001,SETTLED,142.85714285714283,57.85714285714285
1789773246231,1789773261256,1789773300000,btc-updown-5m-1789773000,20.0,0.05,0.96,400.0,20.0,384.0,2.0,406.0,1.015,SETTLED,400.0,-6.0
1789773261808,1789773276845,1789773300000,btc-updown-5m-1789773000,20.0,0.05,0.96,189.78,9.489,182.1888,0.9489000000000001,192.6267,1.015,SETTLED,189.78,-2.8466999999999985
1789773277565,1789773292573,1789773300000,btc-updown-5m-1789773000,20.0,0.05,0.96,53.72569339310855,2.6862846696554277,51.576665657384204,0.26862846696554277,54.53157879400518,1.015,SETTLED,53.72569339310855,-0.8058854008966279
1789773293109,1789773308110,1789773300000,btc-updown-5m-1789773000,20.0,0.05,0.57,13.553417965816658,0.6776708982908329,7.725448240515495,0.06776708982908329,8.470886228635411,0.625,SETTLED,13.553417965816658,5.082531737181247
1789775849650,1789775864787,1789776000000,btc-updown-5m-1789775700,20.0,0.08,0.93,250.0,20.0,232.5,1.25,253.75,1.015,SETTLED,250.0,-3.75
1789775865448,1789775880490,1789776000000,btc-updown-5m-1789775700,20.0,0.08,0.92,30.0,2.4,27.6,0.15,30.15,1.005,SETTLED,30.0,-0.14999999999999858
1789775880571,1789775895623,1789776000000,btc-updown-5m-1789775700,20.0,0.09,0.93,185.0,16.65,172.05,0.925,189.62500000000003,1.025,SETTLED,185.0,-4.625000000000028
1789775895623,1789775910697,1789776000000,btc-updown-5m-1789775700,20.0,0.08,0.91,58.27,4.6616,53.02570000000001,0.29135,57.97865000000001,0.995,SETTLED,58.27,0.2913499999999942
1789775911109,1789775926111,1789776000000,btc-updown-5m-1789775700,20.0,0.1,0.92,123.67382752501013,12.367382752501014,113.77992132300932,0.6183691376250506,126.76567321313539,1.025,SETTLED,123.67382752501013,-3.091845688125261
1789775942036,1789775957039,1789776000000,btc-updown-5m-1789775700,20.0,0.09,0.92,1.5593699972961996,0.14034329975665796,1.4346203975125038,0.007796849986480998,1.5827605472556427,1.015,SETTLED,1.5593699972961996,-0.02339054995944312
1789776473231,1789776488249,1789776600000,btc-updown-5m-1789776300,20.0,0.07,0.94,20.0,1.4000000000000001,18.799999999999997,0.1,20.299999999999997,1.015,SETTLED,20.0,-0.29999999999999716
1789776489389,1789776504401,1789776600000,btc-updown-5m-1789776300,20.0,0.07,0.94,75.0,5.250000000000001,70.5,0.375,76.125,1.015,SETTLED,75.0,-1.125
1789776505354,1789776520396,1789776600000,btc-updown-5m-1789776300,20.0,0.07,0.94,285.71428571428567,20.0,268.5714285714285,1.4285714285714284,289.99999999999994,1.015,SETTLED,285.71428571428567,-4.285714285714278
1789776520984,1789776536013,1789776600000,btc-updown-5m-1789776300,20.0,0.07,0.76,39.03,2.7321000000000004,29.6628,0.19515000000000002,32.59005,0.8350000000000001,SETTLED,39.03,6.439950000000003
1789776742369,1789776757412,1789776900000,btc-updown-5m-1789776600,20.0,0.14,0.87,142.85714285714283,20.0,124.28571428571426,0.7142857142857142,145.0,1.015,SETTLED,142.85714285714283,-2.142857142857167
1789776757979,1789776773003,1789776900000,btc-updown-5m-1789776600,20.0,0.14,0.87,85.0,11.9,73.95,0.425,86.275,1.015,SETTLED,85.0,-1.2750000000000057
1789776773161,1789776788181,1789776900000,btc-updown-5m-1789776600,20.0,0.14,0.98,142.85714285714283,20.0,139.99999999999997,0.7142857142857142,160.7142857142857,1.125,SETTLED,142.85714285714283,-17.85714285714286
1789776789162,1789776804221,1789776900000,btc-updown-5m-1789776600,20.0,0.03,0.98,251.3796997183247,7.541390991549741,246.3521057239582,1.2568984985916236,255.15039521409958,1.015,SETTLED,251.3796997183247,-3.7706954957748735
1789776820626,1789776835627,1789776900000,btc-updown-5m-1789776600,20.0,0.02,0.98,2.4142223436043144,0.04828444687208629,2.365937896732228,0.012071111718021572,2.426293455322336,1.005,SETTLED,2.4142223436043144,-0.012071111718021665
1789777042133,1789777057146,1789777200000,btc-updown-5m-1789776900,20.0,0.12,0.89,85.0,10.2,75.65,0.425,86.275,1.015,SETTLED,85.0,-1.2750000000000057
1789777057542,1789777072620,1789777200000,btc-updown-5m-1789776900,20.0,0.12,0.89,110.0,13.2,97.9,0.55,111.65,1.015,SETTLED,110.0,-1.6500000000000057
1789777073111,1789777088254,1789777200000,btc-updown-5m-1789776900,20.0,0.12,0.88,166.66666666666669,20.0,146.66666666666669,0.8333333333333335,167.50000000000003,1.005,SETTLED,166.66666666666669,-0.8333333333333428
1789777089061,1789777104083,1789777200000,btc-updown-5m-1789776900,20.0,0.13,0.88,99.62,12.950600000000001,87.6656,0.49810000000000004,101.11429999999999,1.015,SETTLED,99.62,-1.4942999999999813
1789777104826,1789777119873,1789777200000,btc-updown-5m-1789776900,20.0,0.13,0.88,50.97,6.6261,44.8536,0.25485,51.73455,1.015,SETTLED,50.97,-0.7645499999999998
1789777119986,1789777135194,1789777200000,btc-updown-5m-1789776900,20.0,0.13,0.89,102.73818249088544,13.355963723815107,91.43698241688804,0.5136909124544272,105.30663705315757,1.025,SETTLED,102.73818249088544,-2.5684545622721373
1789777446719,1789777461792,1789777500000,btc-updown-5m-1789777200,20.0,0.04,0.97,299.27,11.970799999999999,290.2919,1.4963499999999998,303.75905,1.015,SETTLED,299.27,-4.48905000000002
1789777462663,1789777477672,1789777500000,btc-updown-5m-1789777200,20.0,0.04,0.96,101.77,4.0708,97.69919999999999,0.50885,102.27884999999999,1.005,SETTLED,101.77,-0.5088499999999954
1789777477933,1789777492960,1789777500000,btc-updown-5m-1789777200,20.0,0.05,0.97,45.0,2.25,43.65,0.225,46.125,1.025,SETTLED,45.0,-1.125
1789777493786,1789777508789,1789777500000,btc-updown-5m-1789777200,20.0,0.04,0.44,142.9,5.716,62.876000000000005,0.7145,69.3065,0.485,SETTLED,142.9,73.5935
1789778339330,1789778354372,1789778400000,btc-updown-5m-1789778100,20.0,0.03,0.98,398.82,11.964599999999999,390.8436,1.9941,404.8023,1.015,SETTLED,398.82,-5.982300000000009
1789778354971,1789778369985,1789778400000,btc-updown-5m-1789778100,20.0,0.03,0.98,209.71,6.2913,205.5158,1.04855,212.85565000000003,1.015,SETTLED,209.71,-3.1456500000000176
1789778370358,1789778385411,1789778400000,btc-updown-5m-1789778100,20.0,0.03,0.99,51.710085863052214,1.5513025758915664,51.19298500442169,0.25855042931526107,53.002838009628526,1.025,SETTLED,51.710085863052214,-1.292752146576312
1789778386010,1789778401729,1789778400000,btc-updown-5m-1789778100,20.0,0.02,0.51,21.609121211861016,0.4321824242372203,11.020651818049119,0.10804560605930508,11.560879848345644,0.535,SETTLED,21.609121211861016,10.048241363515372
1789778641299,1789778656576,1789778700000,btc-updown-5m-1789778400,20.0,0.08,0.93,36.58,2.9264,34.0194,0.1829,37.128699999999995,1.015,SETTLED,36.58,-0.5486999999999966
1789778656930,1789778671972,1789778700000,btc-updown-5m-1789778400,20.0,0.08,0.93,101.87,8.149600000000001,94.73910000000001,0.5093500000000001,103.39805000000001,1.015,SETTLED,101.87,-1.5280500000000075
1789778672737,1789778687775,1789778700000,btc-updown-5m-1789778400,20.0,0.08,0.92,10.0,0.8,9.200000000000001,0.05,10.050000000000002,1.005,SETTLED,10.0,-0.05000000000000249
1789778687874,1789778703092,1789778700000,btc-updown-5m-1789778400,20.0,0.09,0.47,53.0,4.77,24.91,0.265,29.945,0.565,SETTLED,53.0,23.055
1789779462445,1789779477479,1789779600000,btc-updown-5m-1789779300,20.0,0.11,0.9,181.8181818181818,20.0,163.63636363636363,0.9090909090909091,184.54545454545453,1.015,SETTLED,181.8181818181818,-2.7272727272727195
1789779478257,1789779493290,1789779600000,btc-updown-5m-1789779300,20.0,0.11,0.9,181.8181818181818,20.0,163.63636363636363,0.9090909090909091,184.54545454545453,1.015,SETTLED,181.8181818181818,-2.7272727272727195
1789779494134,1789779509247,1789779600000,btc-updown-5m-1789779300,20.0,0.11,0.9,181.8181818181818,20.0,163.63636363636363,0.9090909090909091,184.54545454545453,1.015,SETTLED,181.8181818181818,-2.7272727272727195
1789779509434,1789779524547,1789779600000,btc-updown-5m-1789779300,20.0,0.11,0.9,150.30818896609122,16.533900786270035,135.27737006948212,0.7515409448304561,152.5628118005826,1.015,SETTLED,150.30818896609122,-2.2546228344913857
1789781971768,1789781986790,1789782000000,btc-updown-5m-1789781700,20.0,0.03,0.98,140.35,4.2105,137.54299999999998,0.70175,142.45524999999998,1.015,SETTLED,140.35,-2.105249999999984
1789781987259,1789782002282,1789782000000,btc-updown-5m-1789781700,20.0,0.03,0.47,20.0,0.6,9.399999999999999,0.1,10.099999999999998,0.505,SETTLED,20.0,9.900000000000002
1789782234122,1789782249134,1789782300000,btc-updown-5m-1789782000,20.0,0.05,0.96,95.0,4.75,91.2,0.47500000000000003,96.425,1.015,SETTLED,95.0,-1.4249999999999972
1789782249722,1789782264742,1789782300000,btc-updown-5m-1789782000,20.0,0.05,0.96,100.0,5.0,96.0,0.5,101.5,1.015,SETTLED,100.0,-1.5
1789782265220,1789782280298,1789782300000,btc-updown-5m-1789782000,20.0,0.05,0.96,50.0,2.5,48.0,0.25,50.75,1.015,SETTLED,50.0,-0.75
1789782280692,1789782295759,1789782300000,btc-updown-5m-1789782000,20.0,0.05,0.97,400.0,20.0,388.0,2.0,410.0,1.025,SETTLED,400.0,-10.0
1789782296221,1789782311458,1789782300000,btc-updown-5m-1789782000,20.0,0.04,0.49,78.71875481690223,3.1487501926760895,38.572189860282094,0.3935937740845112,42.11453382704269,0.535,SETTLED,78.71875481690223,36.60422098985954
1789782393885,1789782408919,1789782600000,btc-updown-5m-1789782300,20.0,0.08,0.94,250.0,20.0,235.0,1.25,256.25,1.025,SETTLED,250.0,-6.25
1789782409345,1789782424699,1789782600000,btc-updown-5m-1789782300,20.0,0.07,0.94,92.32,6.4624,86.78079999999999,0.46159999999999995,93.70479999999999,1.015,SETTLED,92.32,-1.3847999999999985
1789782425007,1789782440061,1789782600000,btc-updown-5m-1789782300,20.0,0.07,0.94,150.32,10.522400000000001,141.30079999999998,0.7515999999999999,152.57479999999998,1.015,SETTLED,150.32,-2.254799999999989
1789782440885,1789782455942,1789782600000,btc-updown-5m-1789782300,20.0,0.07,0.94,21.38,1.4966000000000002,20.097199999999997,0.1069,21.700699999999998,1.015,SETTLED,21.38,-0.32069999999999865
1789782456439,1789782471465,1789782600000,btc-updown-5m-1789782300,20.0,0.07,0.95,194.47382683165046,13.613167878215533,184.75013549006792,0.9723691341582523,199.3356725024417,1.025,SETTLED,194.47382683165046,-4.86184567079124
1789782472325,1789782487365,1789782600000,btc-updown-5m-1789782300,20.0,0.06,0.94,1.658869970142322,0.09953219820853931,1.5593377719337826,0.00829434985071161,1.6671643199930335,1.005,SETTLED,1.658869970142322,-0.008294349850711535
1789783937540,1789783952637,1789784100000,btc-updown-5m-1789783800,20.0,0.13,0.88,21.86,2.8418,19.2368,0.1093,22.1879,1.015,SETTLED,21.86,-0.32789999999999964
1789783952637,1789783967656,1789784100000,btc-updown-5m-1789783800,20.0,0.13,0.88,153.84615384615384,20.0,135.3846153846154,0.7692307692307692,156.15384615384616,1.015,SETTLED,153.84615384615384,-2.307692307692321
1789783968337,1789783983367,1789784100000,btc-updown-5m-1789783800,20.0,0.13,0.88,153.84615384615384,20.0,135.3846153846154,0.7692307692307692,156.15384615384616,1.015,SETTLED,153.84615384615384,-2.307692307692321
1789783983786,1789783999489,1789784100000,btc-updown-5m-1789783800,20.0,0.13,0.88,94.0,12.22,82.72,0.47000000000000003,95.41,1.015,SETTLED,94.0,-1.4099999999999966
1789783999489,1789784014509,1789784100000,btc-updown-5m-1789783800,20.0,0.13,0.97,89.0,11.57,86.33,0.445,98.345,1.105,SETTLED,89.0,-9.344999999999999
1789784015164,1789784030169,1789784100000,btc-updown-5m-1789783800,20.0,0.04,0.96,182.93,7.317200000000001,175.6128,0.9146500000000001,183.84465,1.005,SETTLED,182.93,-0.9146499999999946
1789789478077,1789789493131,1789789500000,btc-updown-5m-1789789200,20.0,0.02,0.98,23.0,0.46,22.54,0.115,23.115,1.005,SETTLED,23.0,-0.11499999999999844
1789789493618,1789789508629,1789789500000,btc-updown-5m-1789789200,20.0,0.03,0.6,188.3,5.649,112.98,0.9415000000000001,119.57050000000001,0.635,SETTLED,188.3,68.7295
1789789737087,1789789752112,1789789800000,btc-updown-5m-1789789500,20.0,0.04,0.97,108.58,4.3432,105.3226,0.5429,110.2087,1.015,SETTLED,108.58,-1.628699999999995
1789789752758,1789789767800,1789789800000,btc-updown-5m-1789789500,20.0,0.04,0.98,374.87,14.9948,367.3726,1.87435,384.24174999999997,1.025,SETTLED,374.87,-9.371749999999963
1789789768542,1789789783618,1789789800000,btc-updown-5m-1789789500,20.0,0.03,0.98,267.58728932812124,8.027618679843638,262.2355435415588,1.3379364466406063,271.601098668043,1.015,SETTLED,267.58728932812124,-4.01380933992175
1789790654068,1789790669092,1789790700000,btc-updown-5m-1789790400,20.0,0.06,0.95,333.33333333333337,20.0,316.6666666666667,1.666666666666667,338.33333333333337,1.015,SETTLED,333.33333333333337,-5.0
1789790669601,1789790684640,1789790700000,btc-updown-5m-1789790400,20.0,0.06,0.95,333.33333333333337,20.0,316.6666666666667,1.666666666666667,338.33333333333337,1.015,SETTLED,333.33333333333337,-5.0
1789790685205,1789790701761,1789790700000,btc-updown-5m-1789790400,20.0,0.06,0.44,63.0,3.78,27.72,0.315,31.815,0.505,SETTLED,63.0,31.185
1789790855772,1789790871020,1789791000000,btc-updown-5m-1789790700,20.0,0.07,0.94,23.58,1.6506,22.1652,0.11789999999999999,23.933699999999998,1.015,SETTLED,23.58,-0.3536999999999999
1789790871442,1789790886455,1789791000000,btc-updown-5m-1789790700,20.0,0.07,0.94,75.0,5.250000000000001,70.5,0.375,76.125,1.015,SETTLED,75.0,-1.125
1789790886919,1789790901956,1789791000000,btc-updown-5m-1789790700,20.0,0.07,0.95,226.63,15.8641,215.2985,1.13315,232.29575,1.025,SETTLED,226.63,-5.665750000000003
1789790902272,1789790917298,1789791000000,btc-updown-5m-1789790700,20.0,0.06,0.95,85.53,5.1318,81.2535,0.42765000000000003,86.81295,1.015,SETTLED,85.53,-1.2829499999999996
1789790917471,1789790932477,1789791000000,btc-updown-5m-1789790700,20.0,0.06,0.96,267.0,16.02,256.32,1.335,273.67499999999995,1.025,SETTLED,267.0,-6.6749999999999545
1789790933171,1789790948204,1789791000000,btc-updown-5m-1789790700,20.0,0.05,0.96,67.61996958370747,3.380998479185374,64.91517080035918,0.33809984791853737,68.6342691274631,1.015,SETTLED,67.61996958370747,-1.0142995437556266
1789790964085,1789790979167,1789791000000,btc-updown-5m-1789790700,20.0,0.04,0.97,0.2465656623739676,0.009862626494958704,0.23916869250274855,0.001232828311869838,0.2502641473095771,1.015,SETTLED,0.2465656623739676,-0.0036984849356094807
1789790979762,1789791000686,1789791000000,btc-updown-5m-1789790700,20.0,0.04,0.38,18.77853863248063,0.7511415452992252,7.135844680342639,0.09389269316240315,7.980878918804267,0.425,SETTLED,18.77853863248063,10.797659713676362
1789792960938,1789792975989,1789793100000,btc-updown-5m-1789792800,20.0,0.04,0.97,417.35,16.694000000000003,404.8295,2.0867500000000003,423.61025,1.015,SETTLED,417.35,-6.260249999999985
1789792975989,1789792991052,1789793100000,btc-updown-5m-1789792800,20.0,0.04,0.97,332.4222382905261,13.296889531621044,322.4495711418103,1.6621111914526305,337.408571864884,1.015,SETTLED,332.4222382905261,-4.9863335743579
1789793007519,1789793022632,1789793100000,btc-updown-5m-1789792800,20.0,0.03,0.97,0.06575432654251483,0.001972629796275445,0.06378169674623937,0.0003287716327125741,0.06608309817522738,1.005,SETTLED,0.06575432654251483,-0.0003287716327125545
1789793621770,1789793636782,1789793700000,btc-updown-5m-1789793400,20.0,0.06,0.96,333.33333333333337,20.0,320.0,1.666666666666667,341.6666666666667,1.025,SETTLED,333.33333333333337,-8.333333333333314
1789793637465,1789793652769,1789793700000,btc-updown-5m-1789793400,20.0,0.05,0.96,288.0,14.4,276.48,1.44,292.32,1.015,SETTLED,288.0,-4.319999999999993
1789793653292,1789793668345,1789793700000,btc-updown-5m-1789793400,20.0,0.05,0.96,109.23611743067949,5.461805871533975,104.8666727334523,0.5461805871533975,110.87465919213967,1.015,SETTLED,109.23611743067949,-1.6385417614601892
1789793669045,1789793684048,1789793700000,btc-updown-5m-1789793400,20.0,0.05,0.96,2.090356609809349,0.10451783049046746,2.006742345416975,0.010451783049046745,2.1217119589564892,1.015,SETTLED,2.090356609809349,-0.03135534914714011
1789795148931,1789795163970,1789795200000,btc-updown-5m-1789794900,20.0,0.14,0.87,51.95,7.2730000000000015,45.1965,0.25975000000000004,52.72925,1.015,SETTLED,51.95,-0.7792499999999976
1789795164381,1789795179439,1789795200000,btc-updown-5m-1789794900,20.0,0.14,0.87,20.72,2.9008000000000003,18.0264,0.1036,21.0308,1.015,SETTLED,20.72,-0.3108000000000004
1789795180243,1789795195267,1789795200000,btc-updown-5m-1789794900,20.0,0.14,0.87,20.72,2.9008000000000003,18.0264,0.1036,21.0308,1.015,SETTLED,20.72,-0.3108000000000004
1789795196135,1789795211186,1789795200000,btc-updown-5m-1789794900,20.0,0.14,0.31,142.85714285714283,20.0,44.28571428571428,0.7142857142857142,64.99999999999999,0.455,SETTLED,142.85714285714283,77.85714285714285
1789795680632,1789795695676,1789795800000,btc-updown-5m-1789795500,20.0,0.14,0.87,68.85,9.639,59.899499999999996,0.34425,69.88275,1.015,SETTLED,68.85,-1.0327500000000072
1789795696407,1789795711443,1789795800000,btc-updown-5m-1789795500,20.0,0.14,0.87,15.0,2.1,13.05,0.075,15.225,1.015,SETTLED,15.0,-0.22499999999999964
1789795712312,1789795727312,1789795800000,btc-updown-5m-1789795500,20.0,0.14,0.91,120.0,16.8,109.2,0.6,126.6,1.055,SETTLED,120.0,-6.599999999999994
1789795727818,1789795742850,1789795800000,btc-updown-5m-1789795500,20.0,0.11,0.91,93.0,10.23,84.63000000000001,0.465,95.32500000000002,1.025,SETTLED,93.0,-2.325000000000017
1789795743660,1789795758687,1789795800000,btc-updown-5m-1789795500,20.0,0.1,0.91,163.07,16.307,148.3937,0.81535,165.51604999999998,1.015,SETTLED,163.07,-2.4460499999999854
1789797233002,1789797248010,1789797300000,btc-updown-5m-1789797000,20.0,0.04,0.97,240.18,9.6072,232.9746,1.2009,243.7827,1.015,SETTLED,240.18,-3.6026999999999987
1789797248563,1789797263572,1789797300000,btc-updown-5m-1789797000,20.0,0.04,0.98,500.0,20.0,490.0,2.5,512.5,1.025,SETTLED,500.0,-12.5
1789797264072,1789797279237,1789797300000,btc-updown-5m-1789797000,20.0,0.03,0.98,39.945768934492264,1.198373068034768,39.146853555802416,0.19972884467246133,40.54495546850965,1.015,SETTLED,39.945768934492264,-0.5991865340173845
1789797752481,1789797767525,1789797900000,btc-updown-5m-1789797600,20.0,0.09,0.92,222.22222222222223,20.0,204.44444444444446,1.1111111111111112,225.55555555555557,1.015,SETTLED,222.22222222222223,-3.333333333333343
1789797767944,1789797782960,1789797900000,btc-updown-5m-1789797600,20.0,0.09,0.92,222.22222222222223,20.0,204.44444444444446,1.1111111111111112,225.55555555555557,1.015,SETTLED,222.22222222222223,-3.333333333333343
1789797783373,1789797798492,1789797900000,btc-updown-5m-1789797600,20.0,0.09,0.92,222.22222222222223,20.0,204.44444444444446,1.1111111111111112,225.55555555555557,1.015,SETTLED,222.22222222222223,-3.333333333333343
1789797798934,1789797813934,1789797900000,btc-updown-5m-1789797600,20.0,0.09,0.92,101.74965318896305,9.157468787006675,93.60968093384601,0.5087482659448153,103.2758979867975,1.015,SETTLED,101.74965318896305,-1.526244797834451
1789797861492,1789797876564,1789797900000,btc-updown-5m-1789797600,20.0,0.07,0.94,5.804054193643727,0.4062837935550609,5.455810942025103,0.029020270968218635,5.891115006548382,1.015,SETTLED,5.804054193643727,-0.08706081290465573
1789798046133,1789798061196,1789798200000,btc-updown-5m-1789797900,20.0,0.1,0.91,36.02,3.6020000000000003,32.778200000000005,0.1801,36.560300000000005,1.015,SETTLED,36.02,-0.540300000000002
1789798061882,1789798076925,1789798200000,btc-updown-5m-1789797900,20.0,0.1,0.92,200.0,20.0,184.0,1.0,205.0,1.025,SETTLED,200.0,-5.0
1789798077631,1789798092645,1789798200000,btc-updown-5m-1789797900,20.0,0.09,0.92,222.22222222222223,20.0,204.44444444444446,1.1111111111111112,225.55555555555557,1.015,SETTLED,222.22222222222223,-3.333333333333343
1789798093116,1789798108156,1789798200000,btc-updown-5m-1789797900,20.0,0.09,0.92,170.08,15.3072,156.4736,0.8504,172.6312,1.015,SETTLED,170.08,-2.5511999999999944
1789798108572,1789798123583,1789798200000,btc-updown-5m-1789797900,20.0,0.09,0.92,127.47787535152739,11.473008781637464,117.2796453234052,0.637389376757637,129.3900434818003,1.015,SETTLED,127.47787535152739,-1.912168130272903
1789798140151,1789798155176,1789798200000,btc-updown-5m-1789797900,20.0,0.09,0.9,2.56,0.2304,2.3040000000000003,0.0128,2.5472,0.995,SETTLED,2.56,0.012799999999999923
1789799847926,1789799862942,1789800000000,btc-updown-5m-1789799700,20.0,0.05,0.97,400.0,20.0,388.0,2.0,410.0,1.025,SETTLED,400.0,-10.0
1789799863487,1789799878500,1789800000000,btc-updown-5m-1789799700,20.0,0.04,0.97,180.0,7.2,174.6,0.9,182.7,1.015,SETTLED,180.0,-2.6999999999999886
1789799878835,1789799893849,1789800000000,btc-updown-5m-1789799700,20.0,0.04,0.97,85.0,3.4,82.45,0.425,86.275,1.015,SETTLED,85.0,-1.2750000000000057
1789799894149,1789799909175,1789800000000,btc-updown-5m-1789799700,20.0,0.04,0.96,82.46641325607473,3.2986565302429893,79.16775672583174,0.41233206628037367,82.8787453223551,1.005,SETTLED,82.46641325607473,-0.41233206628037067
1789800549654,1789800564710,1789800600000,btc-updown-5m-1789800300,20.0,0.11,0.9,6.53,0.7183,5.877000000000001,0.03265,6.627950000000001,1.015,SETTLED,6.53,-0.09795000000000087
1789801147188,1789801162222,1789801200000,btc-updown-5m-1789800900,20.0,0.14,0.86,6.66,0.9324000000000001,5.7276,0.0333,6.6933,1.005,SETTLED,6.66,-0.03329999999999966
1789801374657,1789801389669,1789801500000,btc-updown-5m-1789801200,20.0,0.14,0.9,65.0,9.100000000000001,58.5,0.325,67.925,1.045,SETTLED,65.0,-2.924999999999997
1789801390349,1789801405382,1789801500000,btc-updown-5m-1789801200,20.0,0.12,0.88,39.99,4.7988,35.1912,0.19995000000000002,40.18995,1.005,SETTLED,39.99,-0.19995000000000118
1789801406032,1789801421093,1789801500000,btc-updown-5m-1789801200,20.0,0.13,0.88,153.84615384615384,20.0,135.3846153846154,0.7692307692307692,156.15384615384616,1.015,SETTLED,153.84615384615384,-2.307692307692321
