id,market_slug,anchor_ts_ms,market_end_ms,q1,leg1_cost,cash_before_leg1,hedge_ts_ms,paired_qty,unhedged_qty,exit_qty,zero_value_qty,exit_proceeds,leg2_with_friction,total_cost,pair_net_edge,status,invalid_future_quote,cash_limited,depth_limited,cash_at_hedge_before_exit,pnl
16036,btc-updown-5m-1789766400,1789766650992,1789766700000,19.16,2.6824000000000003,470.8849881610103,1789766666015,19.16,0.0,0.0,0.0,0.0,17.723000000000003,20.405400000000004,-0.06500000000000006,complete,False,False,False,468.20258816101034,-1.2454000000000036
16096,btc-updown-5m-1789766400,1789766666619,1789766700000,50.0,5.0,450.4795881610103,1789766681643,50.0,0.0,0.0,0.0,0.0,47.25,52.25,-0.04499999999999992,complete,False,False,False,445.4795881610103,-2.25
16170,btc-updown-5m-1789766400,1789766682038,1789766700000,67.38,6.0642,398.2295881610104,1789766700000,0.0,67.38,0.0,67.38,0.0,0.0,6.0642,,impossible,True,False,True,461.3253881610104,-6.0642
22634,btc-updown-5m-1789768200,1789768449781,1789768500000,333.33333333333337,10.0,461.3253881610104,1789768464781,136.33,197.00333333333336,0.0,197.00333333333336,0.0,134.28505,144.28505,-0.01500000000000001,reduced,False,False,True,451.3253881610104,-7.95505
22694,btc-updown-5m-1789768200,1789768465395,1789768500000,333.33333333333337,10.0,317.04033816101037,1789768480396,16.33,317.0033333333334,0.0,317.0033333333334,0.0,16.08505,26.08505,-0.01500000000000001,reduced,False,False,True,307.04033816101037,-9.75505
22752,btc-updown-5m-1789768200,1789768481257,1789768500000,333.33333333333337,10.0,290.95528816101034,1789768496281,282.3671237799099,50.96620955342348,0.0,50.96620955342348,0.0,280.95528816101034,290.95528816101034,-0.02500000000000002,reduced,False,True,False,280.95528816101034,-8.588164381100455
23706,btc-updown-5m-1789768500,1789768731390,1789768800000,134.99,5.3996,435.0271237799099,1789768746406,134.99,0.0,0.0,0.0,0.0,131.61525,137.01485,-0.01500000000000001,complete,False,False,False,429.6275237799099,-2.0248499999999865
23766,btc-updown-5m-1789768500,1789768747005,1789768800000,167.23,6.6892,298.01227377990995,1789768762014,167.23,0.0,0.0,0.0,0.0,163.04924999999997,169.73844999999997,-0.01500000000000001,complete,False,False,False,291.3230737799099,-2.508449999999982
23828,btc-updown-5m-1789768500,1789768762883,1789768800000,157.14,6.2856,128.27382377990995,1789768777900,125.11612695375379,32.023873046246194,0.0,32.023873046246194,0.0,121.98822377990994,128.27382377990995,-0.01500000000000001,reduced,False,True,False,121.98822377990994,-3.1576968261561547
37314,btc-updown-5m-1789772400,1789772608976,1789772700000,71.42857142857142,10.0,427.3361269537538,1789772624027,71.42857142857142,0.0,0.0,0.0,0.0,62.499999999999986,72.49999999999999,-0.01500000000000001,complete,False,False,False,417.3361269537538,-1.0714285714285694
37374,btc-updown-5m-1789772400,1789772624721,1789772700000,71.42857142857142,10.0,354.8361269537538,1789772639744,71.42857142857142,0.0,0.0,0.0,0.0,62.499999999999986,72.49999999999999,-0.01500000000000001,complete,False,False,False,344.8361269537538,-1.0714285714285694
37432,btc-updown-5m-1789772400,1789772640395,1789772700000,71.42857142857142,10.0,282.3361269537538,1789772655411,71.42857142857142,0.0,0.0,0.0,0.0,62.499999999999986,72.49999999999999,-0.01500000000000001,complete,False,False,False,272.3361269537538,-1.0714285714285694
37494,btc-updown-5m-1789772400,1789772656040,1789772700000,71.42857142857142,10.0,209.83612695375382,1789772671370,29.29,42.13857142857142,0.0,42.13857142857142,0.0,25.62875,35.62875,-0.01500000000000001,reduced,False,False,True,199.83612695375382,-6.338750000000001
37584,btc-updown-5m-1789772400,1789772675638,1789772700000,71.42857142857142,10.0,174.20737695375382,1789772700000,0.0,71.42857142857142,0.0,71.42857142857142,0.0,0.0,10.0,,impossible,True,False,True,407.7830912394681,-10.0
39578,btc-updown-5m-1789773000,1789773246231,1789773300000,200.0,10.0,407.7830912394681,1789773261256,200.0,0.0,0.0,0.0,0.0,193.0,203.0,-0.01500000000000001,complete,False,False,False,397.7830912394681,-3.0
39638,btc-updown-5m-1789773000,1789773261808,1789773300000,189.78,9.489,204.7830912394681,1789773276845,189.78,0.0,0.0,0.0,0.0,183.1377,192.6267,-0.01500000000000001,complete,False,False,False,195.2940912394681,-2.8466999999999985
39698,btc-updown-5m-1789773000,1789773277565,1789773300000,200.0,10.0,12.156391239468093,1789773292573,2.234602320692324,197.76539767930768,0.0,197.76539767930768,0.0,2.1563912394680926,12.156391239468093,-0.01500000000000001,reduced,False,True,False,2.1563912394680926,-9.921788918775768
49064,btc-updown-5m-1789775700,1789775849650,1789776000000,125.0,10.0,392.0146023206923,1789775864787,125.0,0.0,0.0,0.0,0.0,116.875,126.875,-0.01500000000000001,complete,False,False,False,382.0146023206923,-1.875
49124,btc-updown-5m-1789775700,1789775865448,1789776000000,125.0,10.0,265.1396023206923,1789775880490,30.0,95.0,0.0,95.0,0.0,27.75,37.75,-0.005,reduced,False,False,True,255.1396023206923,-7.75
49180,btc-updown-5m-1789775700,1789775880571,1789776000000,111.11111111111111,10.0,227.3896023206923,1789775895623,111.11111111111111,0.0,0.0,0.0,0.0,103.8888888888889,113.8888888888889,-0.02500000000000002,complete,False,False,False,217.3896023206923,-2.7777777777777857
49236,btc-updown-5m-1789775700,1789775895623,1789776000000,125.0,10.0,113.50071343180339,1789775910697,58.27,66.72999999999999,0.0,66.72999999999999,0.0,53.31705,63.31705,0.005000000000000009,reduced,False,False,True,103.50071343180339,-5.047049999999999
49294,btc-updown-5m-1789775700,1789775911109,1789776000000,100.0,10.0,50.18366343180339,1789775926111,43.44179830465231,56.55820169534769,0.0,56.55820169534769,0.0,40.18366343180339,50.18366343180339,-0.02500000000000002,reduced,False,True,False,40.18366343180339,-6.74186512715108
51340,btc-updown-5m-1789776300,1789776473231,1789776600000,142.85714285714283,10.0,367.8229094157634,1789776488249,20.0,122.85714285714283,0.0,122.85714285714283,0.0,18.9,28.9,-0.01500000000000001,reduced,False,False,True,357.8229094157634,-8.899999999999999
51396,btc-updown-5m-1789776300,1789776489389,1789776600000,142.85714285714283,10.0,338.9229094157634,1789776504401,75.0,67.85714285714283,0.0,67.85714285714283,0.0,70.875,80.875,-0.01500000000000001,reduced,False,False,True,328.9229094157634,-5.875
51458,btc-updown-5m-1789776300,1789776505354,1789776600000,142.85714285714283,10.0,258.0479094157634,1789776520396,142.85714285714283,0.0,0.0,0.0,0.0,134.99999999999997,144.99999999999997,-0.01500000000000001,complete,False,False,False,248.0479094157634,-2.142857142857139
51516,btc-updown-5m-1789776300,1789776520984,1789776600000,39.03,2.7321000000000004,113.04790941576343,1789776536013,39.03,0.0,0.0,0.0,0.0,29.857950000000002,32.590050000000005,0.16499999999999992,complete,False,False,False,110.31580941576343,6.439949999999996
52354,btc-updown-5m-1789776600,1789776742369,1789776900000,71.42857142857142,10.0,357.3450022729063,1789776757412,71.42857142857142,0.0,0.0,0.0,0.0,62.499999999999986,72.49999999999999,-0.01500000000000001,complete,False,False,False,347.3450022729063,-1.0714285714285694
52414,btc-updown-5m-1789776600,1789776757979,1789776900000,71.42857142857142,10.0,284.8450022729063,1789776773003,71.42857142857142,0.0,0.0,0.0,0.0,62.499999999999986,72.49999999999999,-0.01500000000000001,complete,False,False,False,274.8450022729063,-1.0714285714285694
52470,btc-updown-5m-1789776600,1789776773161,1789776900000,71.42857142857142,10.0,212.3450022729063,1789776788181,71.42857142857142,0.0,0.0,0.0,0.0,70.35714285714285,80.35714285714285,-0.125,complete,False,False,False,202.3450022729063,-8.92857142857143
52532,btc-updown-5m-1789776600,1789776789162,1789776900000,333.33333333333337,10.0,131.98785941576347,1789776804221,123.84554255407458,209.48779077925877,0.0,209.48779077925877,0.0,121.98785941576347,131.98785941576347,-0.01500000000000001,reduced,False,True,False,121.98785941576347,-8.142316861688883
53488,btc-updown-5m-1789776900,1789777042133,1789777200000,83.33333333333334,10.0,338.1312568397888,1789777057146,83.33333333333334,0.0,0.0,0.0,0.0,74.58333333333334,84.58333333333334,-0.01500000000000001,complete,False,False,False,328.1312568397888,-1.25
53550,btc-updown-5m-1789776900,1789777057542,1789777200000,83.33333333333334,10.0,253.54792350645548,1789777072620,83.33333333333334,0.0,0.0,0.0,0.0,74.58333333333334,84.58333333333334,-0.01500000000000001,complete,False,False,False,243.54792350645548,-1.25
53608,btc-updown-5m-1789776900,1789777073111,1789777200000,83.33333333333334,10.0,168.96459017312213,1789777088254,83.33333333333334,0.0,0.0,0.0,0.0,73.75000000000001,83.75000000000001,-0.005,complete,False,False,False,158.96459017312213,-0.4166666666666714
53664,btc-updown-5m-1789776900,1789777089061,1789777200000,76.92307692307692,10.0,85.21459017312212,1789777104083,76.92307692307692,0.0,0.0,0.0,0.0,68.07692307692308,78.07692307692308,-0.01500000000000001,complete,False,False,False,75.21459017312212,-1.1538461538461604
53724,btc-updown-5m-1789776900,1789777104826,1789777200000,54.905131509223374,7.1376670961990385,7.1376670961990385,1789777119873,0.0,54.905131509223374,0.0,54.905131509223374,0.0,0.0,7.1376670961990385,-0.01500000000000001,impossible,False,True,True,0.0,-7.1376670961990385
54944,btc-updown-5m-1789777200,1789777446719,1789777500000,250.0,10.0,326.92307692307696,1789777461792,250.0,0.0,0.0,0.0,0.0,243.75,253.75,-0.01500000000000001,complete,False,False,False,316.92307692307696,-3.75
55004,btc-updown-5m-1789777200,1789777462663,1789777500000,101.77,4.0708,73.17307692307696,1789777477672,71.60857712235955,30.161422877640447,0.0,30.161422877640447,0.0,69.10227692307696,73.17307692307696,-0.005,reduced,False,True,False,69.10227692307696,-1.5644998007174138
57818,btc-updown-5m-1789778100,1789778339330,1789778400000,333.33333333333337,10.0,321.6085771223595,1789778354372,316.3538854034107,16.979447929922685,0.0,16.979447929922685,0.0,311.6085771223595,321.6085771223595,-0.01500000000000001,reduced,False,True,False,311.6085771223595,-5.254691718948834
58964,btc-updown-5m-1789778400,1789778641299,1789778700000,51.87,4.1495999999999995,316.3538854034107,1789778656576,36.58,15.29,0.0,15.29,0.0,34.2023,38.3519,-0.01500000000000001,reduced,False,False,True,312.20428540341067,-1.7719000000000023
59022,btc-updown-5m-1789778400,1789778656930,1789778700000,101.87,8.149600000000001,278.0019854034107,1789778671972,101.87,0.0,0.0,0.0,0.0,95.24845,103.39805000000001,-0.01500000000000001,complete,False,False,False,269.85238540341066,-1.5280500000000075
59082,btc-updown-5m-1789778400,1789778672737,1789778700000,10.0,0.8,174.60393540341067,1789778687775,10.0,0.0,0.0,0.0,0.0,9.25,10.05,-0.005,complete,False,False,False,173.80393540341066,-0.05000000000000071
59140,btc-updown-5m-1789778400,1789778687874,1789778700000,63.0,5.67,164.55393540341066,1789778700000,0.0,63.0,0.0,63.0,0.0,0.0,5.67,,impossible,True,False,True,307.3339354034107,-5.67
61802,btc-updown-5m-1789779300,1789779462445,1789779600000,90.9090909090909,10.0,307.3339354034107,1789779477479,90.9090909090909,0.0,0.0,0.0,0.0,82.27272727272727,92.27272727272727,-0.01500000000000001,complete,False,False,False,297.3339354034107,-1.3636363636363598
61836,btc-updown-5m-1789779300,1789779478257,1789779600000,90.9090909090909,10.0,215.06120813068344,1789779493290,90.9090909090909,0.0,0.0,0.0,0.0,82.27272727272727,92.27272727272727,-0.01500000000000001,complete,False,False,False,205.06120813068344,-1.3636363636363598
61866,btc-updown-5m-1789779300,1789779494134,1789779600000,90.9090909090909,10.0,122.78848085795617,1789779509247,90.9090909090909,0.0,0.0,0.0,0.0,82.27272727272727,92.27272727272727,-0.01500000000000001,complete,False,False,False,112.78848085795617,-1.3636363636363598
61894,btc-updown-5m-1789779300,1789779509434,1789779600000,90.9090909090909,10.0,30.515753585228907,1789779524547,22.66934097815349,68.23974993093742,0.0,68.23974993093742,0.0,20.515753585228907,30.515753585228907,-0.01500000000000001,reduced,False,True,False,20.515753585228907,-7.846412607075418
70110,btc-updown-5m-1789781700,1789781971768,1789782000000,140.35,4.2105,295.39661370542626,1789781986790,140.35,0.0,0.0,0.0,0.0,138.24474999999998,142.45524999999998,-0.01500000000000001,complete,False,False,False,291.18611370542624,-2.105249999999984
70168,btc-updown-5m-1789781700,1789781987259,1789782000000,333.33333333333337,10.0,152.94136370542626,1789782000000,0.0,333.33333333333337,0.0,333.33333333333337,0.0,0.0,10.0,,impossible,True,False,True,283.29136370542625,-10.0
71088,btc-updown-5m-1789782000,1789782234122,1789782300000,200.0,10.0,283.29136370542625,1789782249134,95.0,105.0,0.0,105.0,0.0,91.675,101.675,-0.01500000000000001,reduced,False,False,True,273.29136370542625,-6.674999999999997
71118,btc-updown-5m-1789782000,1789782249722,1789782300000,200.0,10.0,181.61636370542624,1789782264742,100.0,100.0,0.0,100.0,0.0,96.5,106.5,-0.01500000000000001,reduced,False,False,True,171.61636370542624,-6.5
71148,btc-updown-5m-1789782000,1789782265220,1789782300000,200.0,10.0,75.11636370542624,1789782280298,50.0,150.0,0.0,150.0,0.0,48.25,58.25,-0.01500000000000001,reduced,False,False,True,65.11636370542624,-8.25
71178,btc-updown-5m-1789782000,1789782280692,1789782300000,200.0,10.0,16.866363705426238,1789782295759,7.04242431325768,192.95757568674233,0.0,192.95757568674233,0.0,6.866363705426238,16.866363705426238,-0.02500000000000002,reduced,False,True,False,6.866363705426238,-9.823939392168558
71564,btc-updown-5m-1789782300,1789782393885,1789782600000,125.0,10.0,252.04242431325767,1789782408919,125.0,0.0,0.0,0.0,0.0,118.125,128.125,-0.024999999999999908,complete,False,False,False,242.04242431325767,-3.125
71624,btc-updown-5m-1789782300,1789782409345,1789782600000,142.85714285714283,10.0,123.91742431325767,1789782424699,92.32,50.53714285714284,0.0,50.53714285714284,0.0,87.24239999999999,97.24239999999999,-0.01500000000000001,reduced,False,False,True,113.91742431325767,-4.922399999999996
71682,btc-updown-5m-1789782300,1789782425007,1789782600000,142.85714285714283,10.0,26.67502431325768,1789782440061,17.64552837381765,125.21161448332518,0.0,125.21161448332518,0.0,16.67502431325768,26.67502431325768,-0.01500000000000001,reduced,False,True,False,16.67502431325768,-9.029495939440029
77116,btc-updown-5m-1789783800,1789783937540,1789784100000,76.92307692307692,10.0,234.96552837381765,1789783952637,21.86,55.06307692307692,0.0,55.06307692307692,0.0,19.3461,29.3461,-0.01500000000000001,reduced,False,False,True,224.96552837381765,-7.4861
77168,btc-updown-5m-1789783800,1789783952637,1789784100000,76.92307692307692,10.0,205.61942837381764,1789783967656,76.92307692307692,0.0,0.0,0.0,0.0,68.07692307692308,78.07692307692308,-0.01500000000000001,complete,False,False,False,195.61942837381764,-1.1538461538461604
77228,btc-updown-5m-1789783800,1789783968337,1789784100000,76.92307692307692,10.0,127.54250529689456,1789783983367,76.92307692307692,0.0,0.0,0.0,0.0,68.07692307692308,78.07692307692308,-0.01500000000000001,complete,False,False,False,117.54250529689456,-1.1538461538461604
77290,btc-updown-5m-1789783800,1789783983786,1789784100000,76.92307692307692,10.0,49.46558221997148,1789783999489,44.59387821465704,32.32919870841988,0.0,32.32919870841988,0.0,39.46558221997148,49.46558221997148,-0.01500000000000001,reduced,False,True,False,39.46558221997148,-4.871704005314442
97292,btc-updown-5m-1789789200,1789789478077,1789789500000,23.0,0.46,220.30003206081085,1789789493131,23.0,0.0,0.0,0.0,0.0,22.655,23.115000000000002,-0.005,complete,False,False,False,219.84003206081084,-0.11500000000000199
97352,btc-updown-5m-1789789200,1789789493618,1789789500000,188.3,5.649,197.18503206081084,1789789500000,0.0,188.3,0.0,188.3,0.0,0.0,5.649,,impossible,True,False,True,214.53603206081084,-5.649
98280,btc-updown-5m-1789789500,1789789737087,1789789800000,108.58,4.3432,214.53603206081084,1789789752112,108.58,0.0,0.0,0.0,0.0,105.8655,110.2087,-0.01500000000000001,complete,False,False,False,210.19283206081084,-1.628699999999995
98342,btc-updown-5m-1789789500,1789789752758,1789789800000,250.0,10.0,104.32733206081085,1789789767800,95.7637888942242,154.2362111057758,0.0,154.2362111057758,0.0,94.32733206081085,104.32733206081085,-0.02500000000000002,reduced,False,True,False,94.32733206081085,-8.56354316658664
101772,btc-updown-5m-1789790400,1789790654068,1789790700000,166.66666666666669,10.0,204.3437888942242,1789790669092,166.66666666666669,0.0,0.0,0.0,0.0,159.16666666666669,169.16666666666669,-0.01500000000000001,complete,False,False,False,194.3437888942242,-2.5
101832,btc-updown-5m-1789790400,1789790669601,1789790700000,166.66666666666669,10.0,35.177122227557504,1789790684640,26.363478772311524,140.30318789435518,0.0,140.30318789435518,0.0,25.177122227557504,35.177122227557504,-0.01500000000000001,reduced,False,True,False,25.177122227557504,-8.81364345524598
102544,btc-updown-5m-1789790700,1789790855772,1789791000000,142.85714285714283,10.0,193.0301454389782,1789790871020,23.58,119.27714285714283,0.0,119.27714285714283,0.0,22.283099999999997,32.2831,-0.01500000000000001,reduced,False,False,True,183.0301454389782,-8.7031
102604,btc-updown-5m-1789790700,1789790871442,1789791000000,142.85714285714283,10.0,160.7470454389782,1789790886455,75.0,67.85714285714283,0.0,67.85714285714283,0.0,70.875,80.875,-0.01500000000000001,reduced,False,False,True,150.7470454389782,-5.875
102664,btc-updown-5m-1789790700,1789790886919,1789791000000,142.85714285714283,10.0,79.8720454389782,1789790901956,73.16444548584106,69.69269737130178,0.0,69.69269737130178,0.0,69.8720454389782,79.8720454389782,-0.02500000000000002,reduced,False,True,False,69.8720454389782,-6.707599953137148
110300,btc-updown-5m-1789792800,1789792960938,1789793100000,250.0,10.0,171.74444548584106,1789792975989,165.89173895983697,84.10826104016303,0.0,84.10826104016303,0.0,161.74444548584106,171.74444548584106,-0.01500000000000001,reduced,False,True,False,161.74444548584106,-5.852706526004084
112780,btc-updown-5m-1789793400,1789793621770,1789793700000,166.66666666666669,10.0,165.89173895983697,1789793636782,161.54584348169635,5.120823184970334,0.0,5.120823184970334,0.0,155.89173895983697,165.89173895983697,-0.02500000000000002,reduced,False,True,False,155.89173895983697,-4.345895478140619
118170,btc-updown-5m-1789794900,1789795148931,1789795200000,70.66,9.8924,161.54584348169635,1789795163970,51.95,18.709999999999994,0.0,18.709999999999994,0.0,45.456250000000004,55.348650000000006,-0.01500000000000001,reduced,False,False,True,151.65344348169634,-3.3986500000000035
118230,btc-updown-5m-1789794900,1789795164381,1789795200000,71.42857142857142,10.0,106.19719348169633,1789795179439,20.72,50.70857142857142,0.0,50.70857142857142,0.0,18.13,28.13,-0.01500000000000001,reduced,False,False,True,96.19719348169633,-7.41
118290,btc-updown-5m-1789794900,1789795180243,1789795200000,71.42857142857142,10.0,78.06719348169634,1789795195267,20.72,50.70857142857142,0.0,50.70857142857142,0.0,18.13,28.13,-0.01500000000000001,reduced,False,False,True,68.06719348169634,-7.41
118348,btc-updown-5m-1789794900,1789795196135,1789795200000,71.42857142857142,10.0,49.93719348169634,1789795200000,0.0,71.42857142857142,0.0,71.42857142857142,0.0,0.0,10.0,,impossible,True,False,True,133.32719348169633,-10.0
120164,btc-updown-5m-1789795500,1789795680632,1789795800000,71.42857142857142,10.0,133.32719348169633,1789795695676,68.85,2.578571428571422,0.0,2.578571428571422,0.0,60.24374999999999,70.24374999999999,-0.01500000000000001,reduced,False,False,True,123.32719348169633,-1.3937499999999972
120224,btc-updown-5m-1789795500,1789795696407,1789795800000,71.42857142857142,10.0,63.083443481696335,1789795711443,15.0,56.428571428571416,0.0,56.428571428571416,0.0,13.125,23.125,-0.01500000000000001,reduced,False,False,True,53.083443481696335,-8.125
120284,btc-updown-5m-1789795500,1789795712312,1789795800000,71.42857142857142,10.0,39.958443481696335,1789795727312,32.74146828600692,38.687103142564496,0.0,38.687103142564496,0.0,29.958443481696335,39.958443481696335,-0.05500000000000004,reduced,False,True,False,29.958443481696335,-7.216975195689415
125862,btc-updown-5m-1789797000,1789797233002,1789797300000,250.0,10.0,116.59146828600691,1789797248010,109.32458285744299,140.67541714255702,0.0,140.67541714255702,0.0,106.59146828600691,116.59146828600691,-0.01500000000000001,reduced,False,True,True,106.59146828600691,-7.266885428563924
127836,btc-updown-5m-1789797600,1789797752481,1789797900000,111.11111111111111,10.0,109.32458285744299,1789797767525,107.37792741345187,3.7331836976592427,0.0,3.7331836976592427,0.0,99.32458285744299,109.32458285744299,-0.01500000000000001,reduced,False,True,False,99.32458285744299,-1.9466554439911192
128940,btc-updown-5m-1789797900,1789798046133,1789798200000,100.0,10.0,107.37792741345187,1789798061196,36.02,63.98,0.0,63.98,0.0,32.9583,42.9583,-0.01500000000000001,reduced,False,False,True,97.37792741345189,-6.938299999999998
129000,btc-updown-5m-1789797900,1789798061882,1789798200000,100.0,10.0,64.41962741345188,1789798076925,58.83202963616419,41.16797036383581,0.0,41.16797036383581,0.0,54.41962741345188,64.41962741345188,-0.02500000000000002,reduced,False,True,False,54.41962741345188,-5.587597777287691
135578,btc-updown-5m-1789799700,1789799847926,1789800000000,200.0,10.0,94.85202963616419,1789799862942,87.02772270375814,112.97227729624186,0.0,112.97227729624186,0.0,84.85202963616419,94.85202963616419,-0.02500000000000002,reduced,False,True,False,84.85202963616419,-7.824306932406046
138266,btc-updown-5m-1789800300,1789800549654,1789800600000,67.0,7.37,87.02772270375814,1789800564710,6.53,60.47,0.0,60.47,0.0,5.90965,13.27965,-0.01500000000000001,reduced,False,False,True,79.65772270375814,-6.74965
140444,btc-updown-5m-1789800900,1789801147188,1789801200000,6.66,0.9324000000000001,80.27807270375814,1789801162222,6.66,0.0,0.0,0.0,0.0,5.7609,6.693300000000001,-0.005,complete,False,False,False,79.34567270375814,-0.03330000000000055
141306,btc-updown-5m-1789801200,1789801374657,1789801500000,65.0,9.100000000000001,80.24477270375812,1789801389669,65.0,0.0,0.0,0.0,0.0,58.825,67.92500000000001,-0.04500000000000003,complete,False,False,False,71.14477270375812,-2.9250000000000043
141368,btc-updown-5m-1789801200,1789801390349,1789801500000,39.99,4.7988,12.319772703758119,1789801405382,8.498274241534597,31.491725758465407,0.0,31.491725758465407,0.0,7.520972703758119,12.319772703758119,-0.005,reduced,False,True,False,7.520972703758119,-3.8214984622235217
144434,btc-updown-5m-1789802100,1789802332385,1789802400000,441.0,8.82,73.4982742415346,1789802347461,65.00329069500965,375.99670930499036,0.0,375.99670930499036,0.0,64.67827424153461,73.4982742415346,-0.01500000000000001,reduced,False,True,False,64.67827424153461,-8.494983546524956
147798,btc-updown-5m-1789803000,1789803252089,1789803300000,365.93,7.3186,65.00329069500965,1789803267142,57.974563512572516,307.9554364874275,0.0,307.9554364874275,0.0,57.68469069500965,65.00329069500965,-0.01500000000000001,reduced,False,True,False,57.68469069500965,-7.028727182437137
150046,btc-updown-5m-1789803600,1789803840968,1789803900000,142.85714285714283,10.0,57.974563512572516,1789803855981,50.23514503934295,92.62199781779988,0.0,92.62199781779988,0.0,47.974563512572516,57.974563512572516,-0.02500000000000002,reduced,False,True,False,47.974563512572516,-7.739418473229563
151898,btc-updown-5m-1789804200,1789804338110,1789804500000,90.9090909090909,10.0,50.23514503934295,1789804353130,44.458723800378955,46.45036710871195,0.0,46.45036710871195,0.0,40.23514503934295,50.23514503934295,-0.01500000000000001,reduced,False,True,False,40.23514503934295,-5.776421238963998
153362,btc-updown-5m-1789804500,1789804726919,1789804800000,71.42857142857142,10.0,44.458723800378955,1789804741930,39.38139862900452,32.047172799566894,0.0,32.047172799566894,0.0,34.458723800378955,44.458723800378955,-0.01500000000000001,reduced,False,True,False,34.458723800378955,-5.077325171374433
155176,btc-updown-5m-1789805100,1789805230944,1789805400000,111.11111111111111,10.0,39.38139862900452,1789805246012,31.42395575294601,79.6871553581651,0.0,79.6871553581651,0.0,29.381398629004522,39.38139862900452,-0.02500000000000002,reduced,False,True,False,29.381398629004522,-7.957442876058511
156360,btc-updown-5m-1789805400,1789805542424,1789805700000,71.42857142857142,10.0,31.42395575294601,1789805557595,24.484520860509726,46.94405056806169,0.0,46.94405056806169,0.0,21.42395575294601,31.42395575294601,-0.01500000000000001,reduced,False,True,False,21.42395575294601,-6.939434892436285
158260,btc-updown-5m-1789806000,1789806077239,1789806300000,12.0,0.72,24.484520860509726,1789806092252,12.0,0.0,0.0,0.0,0.0,11.34,12.06,-0.005,complete,False,False,False,23.764520860509727,-0.0600000000000005
158318,btc-updown-5m-1789806000,1789806093481,1789806300000,142.85714285714283,10.0,12.424520860509727,1789806108503,2.5656305402219335,140.2915123169209,0.0,140.2915123169209,0.0,2.424520860509727,12.424520860509727,-0.01500000000000001,reduced,False,True,False,2.424520860509727,-9.858890320287793
162044,btc-updown-5m-1789806900,1789807145187,1789807200000,301.32,9.0396,14.565630540221933,1789807160223,5.6101832895654145,295.70981671043455,0.0,295.70981671043455,0.0,5.526030540221933,14.565630540221933,-0.01500000000000001,reduced,False,True,False,5.526030540221933,-8.955447250656519
164320,btc-updown-5m-1789807500,1789807740692,1789807800000,77.0,4.62,5.6101832895654145,1789807755835,1.036841140906193,75.96315885909381,0.0,75.96315885909381,0.0,0.9901832895654143,5.6101832895654145,-0.01500000000000001,reduced,False,True,False,0.9901832895654143,-4.573342148659221
