id,anchor_ts_ms,hedge_ts_ms,market_slug,market_duration,direction,first_ask,second_ask,executable_qty,pair_cost,net_edge_005
49180,1789775880571,1789775895623,btc-updown-5m-1789775700,5m,DOWN->UP,0.09,0.93,185.0,1.02,-0.02500000000000002
49236,1789775895623,1789775910697,btc-updown-5m-1789775700,5m,DOWN->UP,0.08,0.91,58.27,0.99,0.005000000000000009
49294,1789775911109,1789775926111,btc-updown-5m-1789775700,5m,DOWN->UP,0.1,0.92,145.0,1.02,-0.02500000000000002
49348,1789775926111,1789775942036,btc-updown-5m-1789775700,5m,DOWN->UP,0.09,0.92,25.0,1.01,-0.01500000000000001
49396,1789775942036,1789775957039,btc-updown-5m-1789775700,5m,DOWN->UP,0.09,0.92,5.0,1.01,-0.01500000000000001
49444,1789775958519,1789775973534,btc-updown-5m-1789775700,5m,DOWN->UP,0.09,0.93,72.54,1.02,-0.02500000000000002
49498,1789775974353,1789775989432,btc-updown-5m-1789775700,5m,DOWN->UP,0.08,0.93,37.45,1.01,-0.01500000000000001
49558,1789775990100,1789776005137,btc-updown-5m-1789775700,5m,DOWN->UP,0.08,0.61,186.93,0.69,0.30500000000000005
51340,1789776473231,1789776488249,btc-updown-5m-1789776300,5m,DOWN->UP,0.07,0.94,20.0,1.01,-0.01500000000000001
51396,1789776489389,1789776504401,btc-updown-5m-1789776300,5m,DOWN->UP,0.07,0.94,75.0,1.01,-0.01500000000000001
51458,1789776505354,1789776520396,btc-updown-5m-1789776300,5m,DOWN->UP,0.07,0.94,356.7,1.01,-0.01500000000000001
51516,1789776520984,1789776536013,btc-updown-5m-1789776300,5m,DOWN->UP,0.07,0.76,39.03,0.8300000000000001,0.16499999999999992
52354,1789776742369,1789776757412,btc-updown-5m-1789776600,5m,DOWN->UP,0.14,0.87,202.72,1.01,-0.01500000000000001
52414,1789776757979,1789776773003,btc-updown-5m-1789776600,5m,DOWN->UP,0.14,0.87,85.0,1.01,-0.01500000000000001
52470,1789776773161,1789776788181,btc-updown-5m-1789776600,5m,DOWN->UP,0.14,0.98,603.22,1.12,-0.1250000000000001
52532,1789776789162,1789776804221,btc-updown-5m-1789776600,5m,DOWN->UP,0.03,0.98,522.8,1.01,-0.01500000000000001
52592,1789776804970,1789776820016,btc-updown-5m-1789776600,5m,DOWN->UP,0.03,0.99,309.57,1.02,-0.02500000000000002
52652,1789776820626,1789776835627,btc-updown-5m-1789776600,5m,DOWN->UP,0.02,0.98,288.23,1.0,-0.005
52710,1789776836472,1789776851509,btc-updown-5m-1789776600,5m,DOWN->UP,0.03,0.98,492.79,1.01,-0.01500000000000001
52768,1789776851509,1789776866522,btc-updown-5m-1789776600,5m,DOWN->UP,0.03,0.98,747.48,1.01,-0.01500000000000001
52822,1789776867295,1789776882309,btc-updown-5m-1789776600,5m,DOWN->UP,0.03,0.96,44.99,0.99,0.005000000000000009
52884,1789776882873,1789776897933,btc-updown-5m-1789776600,5m,DOWN->UP,0.06,0.94,136.95,1.0,-0.005
52944,1789776898784,1789776913825,btc-updown-5m-1789776600,5m,DOWN->UP,0.07,0.55,10.0,0.6200000000000001,0.3749999999999999
53488,1789777042133,1789777057146,btc-updown-5m-1789776900,5m,DOWN->UP,0.12,0.89,85.0,1.01,-0.01500000000000001
53550,1789777057542,1789777072620,btc-updown-5m-1789776900,5m,DOWN->UP,0.12,0.89,110.0,1.01,-0.01500000000000001
53608,1789777073111,1789777088254,btc-updown-5m-1789776900,5m,DOWN->UP,0.12,0.88,365.43,1.0,-0.005
53664,1789777089061,1789777104083,btc-updown-5m-1789776900,5m,DOWN->UP,0.13,0.88,99.62,1.01,-0.01500000000000001
53724,1789777104826,1789777119873,btc-updown-5m-1789776900,5m,DOWN->UP,0.13,0.88,50.97,1.01,-0.01500000000000001
53782,1789777119986,1789777135194,btc-updown-5m-1789776900,5m,DOWN->UP,0.13,0.89,199.94,1.02,-0.02500000000000002
53842,1789777135702,1789777150726,btc-updown-5m-1789776900,5m,DOWN->UP,0.12,0.89,55.0,1.01,-0.01500000000000001
53902,1789777151211,1789777166251,btc-updown-5m-1789776900,5m,DOWN->UP,0.12,0.9,250.0,1.02,-0.02500000000000002
53988,1789777171918,1789777201129,btc-updown-5m-1789776900,5m,DOWN->UP,0.11,0.58,50.0,0.69,0.30500000000000005
54944,1789777446719,1789777461792,btc-updown-5m-1789777200,5m,DOWN->UP,0.04,0.97,299.27,1.01,-0.01500000000000001
55004,1789777462663,1789777477672,btc-updown-5m-1789777200,5m,DOWN->UP,0.04,0.96,101.77,1.0,-0.005
55062,1789777477933,1789777492960,btc-updown-5m-1789777200,5m,DOWN->UP,0.05,0.97,45.0,1.02,-0.02500000000000002
55122,1789777493786,1789777508789,btc-updown-5m-1789777200,5m,DOWN->UP,0.04,0.44,142.9,0.48,0.515
57818,1789778339330,1789778354372,btc-updown-5m-1789778100,5m,DOWN->UP,0.03,0.98,398.82,1.01,-0.01500000000000001
57878,1789778354971,1789778369985,btc-updown-5m-1789778100,5m,DOWN->UP,0.03,0.98,209.71,1.01,-0.01500000000000001
57936,1789778370358,1789778385411,btc-updown-5m-1789778100,5m,DOWN->UP,0.03,0.99,780.35,1.02,-0.02500000000000002
57998,1789778386010,1789778401729,btc-updown-5m-1789778100,5m,DOWN->UP,0.02,0.51,93.49,0.53,0.46499999999999997
58964,1789778641299,1789778656576,btc-updown-5m-1789778400,5m,DOWN->UP,0.08,0.93,36.58,1.01,-0.01500000000000001
59022,1789778656930,1789778671972,btc-updown-5m-1789778400,5m,DOWN->UP,0.08,0.93,101.87,1.01,-0.01500000000000001
59082,1789778672737,1789778687775,btc-updown-5m-1789778400,5m,DOWN->UP,0.08,0.92,10.0,1.0,-0.005
59140,1789778687874,1789778703092,btc-updown-5m-1789778400,5m,DOWN->UP,0.09,0.47,53.0,0.5599999999999999,0.43500000000000005
61802,1789779462445,1789779477479,btc-updown-5m-1789779300,5m,DOWN->UP,0.11,0.9,484.82,1.01,-0.01500000000000001
61836,1789779478257,1789779493290,btc-updown-5m-1789779300,5m,DOWN->UP,0.11,0.9,467.62,1.01,-0.01500000000000001
61866,1789779494134,1789779509247,btc-updown-5m-1789779300,5m,DOWN->UP,0.11,0.9,457.62,1.01,-0.01500000000000001
61894,1789779509434,1789779524547,btc-updown-5m-1789779300,5m,DOWN->UP,0.11,0.9,476.5,1.01,-0.01500000000000001
61920,1789779524714,1789779540153,btc-updown-5m-1789779300,5m,DOWN->UP,0.11,0.9,476.5,1.01,-0.01500000000000001
61944,1789779540153,1789779558950,btc-updown-5m-1789779300,5m,DOWN->UP,0.11,0.9,408.47,1.01,-0.01500000000000001
61970,1789779558950,1789779574199,btc-updown-5m-1789779300,5m,DOWN->UP,0.11,0.9,403.47,1.01,-0.01500000000000001
61992,1789779574437,1789779590282,btc-updown-5m-1789779300,5m,DOWN->UP,0.11,0.9,403.47,1.01,-0.01500000000000001
62016,1789779590282,1789779605394,btc-updown-5m-1789779300,5m,DOWN->UP,0.11,0.67,338.96,0.78,0.21499999999999997
70110,1789781971768,1789781986790,btc-updown-5m-1789781700,5m,DOWN->UP,0.03,0.98,140.35,1.01,-0.01500000000000001
70168,1789781987259,1789782002282,btc-updown-5m-1789781700,5m,DOWN->UP,0.03,0.47,20.0,0.5,0.495
71088,1789782234122,1789782249134,btc-updown-5m-1789782000,5m,DOWN->UP,0.05,0.96,95.0,1.01,-0.01500000000000001
71118,1789782249722,1789782264742,btc-updown-5m-1789782000,5m,DOWN->UP,0.05,0.96,100.0,1.01,-0.01500000000000001
71148,1789782265220,1789782280298,btc-updown-5m-1789782000,5m,DOWN->UP,0.05,0.96,50.0,1.01,-0.01500000000000001
71178,1789782280692,1789782295759,btc-updown-5m-1789782000,5m,DOWN->UP,0.05,0.97,484.25,1.02,-0.02500000000000002
71208,1789782296221,1789782311458,btc-updown-5m-1789782000,5m,DOWN->UP,0.04,0.49,80.82,0.53,0.46499999999999997
71564,1789782393885,1789782408919,btc-updown-5m-1789782300,5m,DOWN->UP,0.08,0.94,377.0,1.02,-0.02500000000000002
71624,1789782409345,1789782424699,btc-updown-5m-1789782300,5m,DOWN->UP,0.07,0.94,92.32,1.01,-0.01500000000000001
71682,1789782425007,1789782440061,btc-updown-5m-1789782300,5m,DOWN->UP,0.07,0.94,150.32,1.01,-0.01500000000000001
71742,1789782440885,1789782455942,btc-updown-5m-1789782300,5m,DOWN->UP,0.07,0.94,21.38,1.01,-0.01500000000000001
71802,1789782456439,1789782471465,btc-updown-5m-1789782300,5m,DOWN->UP,0.07,0.95,630.75,1.02,-0.02500000000000002
71862,1789782472325,1789782487365,btc-updown-5m-1789782300,5m,DOWN->UP,0.06,0.94,80.32,1.0,-0.005
71922,1789782488070,1789782503070,btc-updown-5m-1789782300,5m,DOWN->UP,0.07,0.94,149.6,1.01,-0.01500000000000001
71982,1789782503446,1789782518507,btc-updown-5m-1789782300,5m,DOWN->UP,0.07,0.94,77.89,1.01,-0.01500000000000001
72042,1789782519251,1789782534265,btc-updown-5m-1789782300,5m,DOWN->UP,0.07,0.94,96.29,1.01,-0.01500000000000001
72102,1789782534959,1789782550006,btc-updown-5m-1789782300,5m,DOWN->UP,0.07,0.94,141.29,1.01,-0.01500000000000001
72158,1789782550508,1789782565543,btc-updown-5m-1789782300,5m,DOWN->UP,0.07,0.95,273.36,1.02,-0.02500000000000002
72218,1789782565931,1789782580970,btc-updown-5m-1789782300,5m,DOWN->UP,0.06,0.95,190.99,1.01,-0.01500000000000001
72278,1789782581564,1789782596598,btc-updown-5m-1789782300,5m,DOWN->UP,0.06,0.95,313.21,1.01,-0.01500000000000001
72336,1789782596692,1789782611815,btc-updown-5m-1789782300,5m,DOWN->UP,0.06,0.64,110.86,0.7,0.29500000000000004
77116,1789783937540,1789783952637,btc-updown-5m-1789783800,5m,DOWN->UP,0.13,0.88,21.86,1.01,-0.01500000000000001
77168,1789783952637,1789783967656,btc-updown-5m-1789783800,5m,DOWN->UP,0.13,0.88,157.0,1.01,-0.01500000000000001
77228,1789783968337,1789783983367,btc-updown-5m-1789783800,5m,DOWN->UP,0.13,0.88,455.2,1.01,-0.01500000000000001
77290,1789783983786,1789783999489,btc-updown-5m-1789783800,5m,DOWN->UP,0.13,0.88,94.0,1.01,-0.01500000000000001
77344,1789783999489,1789784014509,btc-updown-5m-1789783800,5m,DOWN->UP,0.13,0.97,89.0,1.1,-0.1050000000000001
77404,1789784015164,1789784030169,btc-updown-5m-1789783800,5m,DOWN->UP,0.04,0.96,182.93,1.0,-0.005
77466,1789784030967,1789784046001,btc-updown-5m-1789783800,5m,DOWN->UP,0.05,0.96,191.0,1.01,-0.01500000000000001
77520,1789784046321,1789784061353,btc-updown-5m-1789783800,5m,DOWN->UP,0.05,0.95,69.59,1.0,-0.005
77580,1789784061971,1789784076992,btc-updown-5m-1789783800,5m,DOWN->UP,0.06,0.95,124.0,1.01,-0.01500000000000001
77622,1789784077817,1789784092956,btc-updown-5m-1789783800,5m,DOWN->UP,0.06,0.95,216.43,1.01,-0.01500000000000001
77670,1789784093538,1789784108553,btc-updown-5m-1789783800,5m,DOWN->UP,0.06,0.39,345.34,0.45,0.545
97292,1789789478077,1789789493131,btc-updown-5m-1789789200,5m,DOWN->UP,0.02,0.98,23.0,1.0,-0.005
97352,1789789493618,1789789508629,btc-updown-5m-1789789200,5m,DOWN->UP,0.03,0.6,188.3,0.63,0.365
98280,1789789737087,1789789752112,btc-updown-5m-1789789500,5m,DOWN->UP,0.04,0.97,108.58,1.01,-0.01500000000000001
98342,1789789752758,1789789767800,btc-updown-5m-1789789500,5m,DOWN->UP,0.04,0.98,374.87,1.02,-0.02500000000000002
98402,1789789768542,1789789783618,btc-updown-5m-1789789500,5m,DOWN->UP,0.03,0.98,295.0,1.01,-0.01500000000000001
98462,1789789784430,1789789799444,btc-updown-5m-1789789500,5m,DOWN->UP,0.03,0.98,366.94,1.01,-0.01500000000000001
101772,1789790654068,1789790669092,btc-updown-5m-1789790400,5m,DOWN->UP,0.06,0.95,997.05,1.01,-0.01500000000000001
101832,1789790669601,1789790684640,btc-updown-5m-1789790400,5m,DOWN->UP,0.06,0.95,514.49,1.01,-0.01500000000000001
