size,capital_initial,capital_final,profit,return_pct,trades,wins,losses,win_rate_pct,max_drawdown,max_drawdown_pct,profitable_markets,losing_markets,best_market_pnl,worst_market_pnl
10.0,500.0,2486.89487866023,1986.89487866023,397.378975732046,509,73,436,14.341846758349705,44.52108571428539,1.7858045588083375,54,23,156.75011666666668,-31.961628571428594
20.0,500.0,2845.4792479187513,2345.4792479187513,469.0958495837503,509,73,436,14.341846758349705,67.25405384615374,2.3549359929433815,53,24,198.18944999999997,-52.5649928571429
50.0,500.0,3099.9514247197267,2599.9514247197267,519.9902849439454,509,73,436,14.341846758349705,100.71495714285732,3.2341998548959716,50,27,224.31539999999998,-81.29490714285721
