anchor_ts_ms,market_slug,first_ask,second_ask,qty,pair_cost,net_edge_005,pnl,equity_after
1789776851509,btc-updown-5m-1789776600,0.03,0.98,666.6666666666667,1.01,-0.01500000000000001,-10.000000000000007,972.5005495670997
1789776867295,btc-updown-5m-1789776600,0.03,0.96,44.99,0.99,0.005000000000000009,0.2249500000000004,972.7254995670997
1789776882873,btc-updown-5m-1789776600,0.06,0.94,136.95,1.0,-0.005,-0.68475,972.0407495670997
1789776898784,btc-updown-5m-1789776600,0.07,0.55,10.0,0.6200000000000001,0.3749999999999999,3.749999999999999,975.7907495670997
1789777042133,btc-updown-5m-1789776900,0.12,0.89,85.0,1.01,-0.01500000000000001,-1.2750000000000008,974.5157495670998
1789777057542,btc-updown-5m-1789776900,0.12,0.89,110.0,1.01,-0.01500000000000001,-1.650000000000001,972.8657495670998
1789777073111,btc-updown-5m-1789776900,0.12,0.88,166.66666666666669,1.0,-0.005,-0.8333333333333335,972.0324162337664
1789777089061,btc-updown-5m-1789776900,0.13,0.88,99.62,1.01,-0.01500000000000001,-1.494300000000001,970.5381162337665
1789777104826,btc-updown-5m-1789776900,0.13,0.88,50.97,1.01,-0.01500000000000001,-0.7645500000000005,969.7735662337665
1789777119986,btc-updown-5m-1789776900,0.13,0.89,153.84615384615384,1.02,-0.02500000000000002,-3.846153846153849,965.9274123876127
1789777135702,btc-updown-5m-1789776900,0.12,0.89,55.0,1.01,-0.01500000000000001,-0.8250000000000005,965.1024123876126
1789777151211,btc-updown-5m-1789776900,0.12,0.9,166.66666666666669,1.02,-0.02500000000000002,-4.1666666666666705,960.935745720946
1789777171918,btc-updown-5m-1789776900,0.11,0.58,50.0,0.69,0.30500000000000005,15.250000000000002,976.185745720946
1789777446719,btc-updown-5m-1789777200,0.04,0.97,299.27,1.01,-0.01500000000000001,-4.489050000000002,971.696695720946
1789777462663,btc-updown-5m-1789777200,0.04,0.96,101.77,1.0,-0.005,-0.50885,971.1878457209459
1789777477933,btc-updown-5m-1789777200,0.05,0.97,45.0,1.02,-0.02500000000000002,-1.1250000000000009,970.0628457209459
1789777493786,btc-updown-5m-1789777200,0.04,0.44,142.9,0.48,0.515,73.5935,1043.6563457209459
1789778339330,btc-updown-5m-1789778100,0.03,0.98,398.82,1.01,-0.01500000000000001,-5.982300000000004,1037.674045720946
1789778354971,btc-updown-5m-1789778100,0.03,0.98,209.71,1.01,-0.01500000000000001,-3.145650000000002,1034.528395720946
1789778370358,btc-updown-5m-1789778100,0.03,0.99,666.6666666666667,1.02,-0.02500000000000002,-16.666666666666682,1017.8617290542794
1789778386010,btc-updown-5m-1789778100,0.02,0.51,93.49,0.53,0.46499999999999997,43.472849999999994,1061.3345790542794
1789778641299,btc-updown-5m-1789778400,0.08,0.93,36.58,1.01,-0.01500000000000001,-0.5487000000000003,1060.7858790542793
1789778656930,btc-updown-5m-1789778400,0.08,0.93,101.87,1.01,-0.01500000000000001,-1.528050000000001,1059.2578290542795
1789778672737,btc-updown-5m-1789778400,0.08,0.92,10.0,1.0,-0.005,-0.05,1059.2078290542795
1789778687874,btc-updown-5m-1789778400,0.09,0.47,53.0,0.5599999999999999,0.43500000000000005,23.055000000000003,1082.2628290542796
1789779462445,btc-updown-5m-1789779300,0.11,0.9,181.8181818181818,1.01,-0.01500000000000001,-2.727272727272729,1079.5355563270068
1789779478257,btc-updown-5m-1789779300,0.11,0.9,181.8181818181818,1.01,-0.01500000000000001,-2.727272727272729,1076.808283599734
1789779494134,btc-updown-5m-1789779300,0.11,0.9,181.8181818181818,1.01,-0.01500000000000001,-2.727272727272729,1074.0810108724613
1789779509434,btc-updown-5m-1789779300,0.11,0.9,181.8181818181818,1.01,-0.01500000000000001,-2.727272727272729,1071.3537381451886
1789779524714,btc-updown-5m-1789779300,0.11,0.9,181.8181818181818,1.01,-0.01500000000000001,-2.727272727272729,1068.6264654179158
1789779540153,btc-updown-5m-1789779300,0.11,0.9,181.8181818181818,1.01,-0.01500000000000001,-2.727272727272729,1065.899192690643
1789779558950,btc-updown-5m-1789779300,0.11,0.9,181.8181818181818,1.01,-0.01500000000000001,-2.727272727272729,1063.1719199633703
1789779574437,btc-updown-5m-1789779300,0.11,0.9,181.8181818181818,1.01,-0.01500000000000001,-2.727272727272729,1060.4446472360976
1789779590282,btc-updown-5m-1789779300,0.11,0.67,181.8181818181818,0.78,0.21499999999999997,39.090909090909086,1099.5355563270066
1789781971768,btc-updown-5m-1789781700,0.03,0.98,140.35,1.01,-0.01500000000000001,-2.105250000000001,1097.4303063270065
1789781987259,btc-updown-5m-1789781700,0.03,0.47,20.0,0.5,0.495,9.9,1107.3303063270066
1789782234122,btc-updown-5m-1789782000,0.05,0.96,95.0,1.01,-0.01500000000000001,-1.425000000000001,1105.9053063270067
1789782249722,btc-updown-5m-1789782000,0.05,0.96,100.0,1.01,-0.01500000000000001,-1.5000000000000009,1104.4053063270067
1789782265220,btc-updown-5m-1789782000,0.05,0.96,50.0,1.01,-0.01500000000000001,-0.7500000000000004,1103.6553063270067
1789782280692,btc-updown-5m-1789782000,0.05,0.97,400.0,1.02,-0.02500000000000002,-10.000000000000007,1093.6553063270067
1789782296221,btc-updown-5m-1789782000,0.04,0.49,80.82,0.53,0.46499999999999997,37.58129999999999,1131.2366063270067
1789782393885,btc-updown-5m-1789782300,0.08,0.94,250.0,1.02,-0.02500000000000002,-6.250000000000004,1124.9866063270067
1789782409345,btc-updown-5m-1789782300,0.07,0.94,92.32,1.01,-0.01500000000000001,-1.3848000000000007,1123.6018063270067
1789782425007,btc-updown-5m-1789782300,0.07,0.94,150.32,1.01,-0.01500000000000001,-2.2548000000000012,1121.3470063270067
1789782440885,btc-updown-5m-1789782300,0.07,0.94,21.38,1.01,-0.01500000000000001,-0.3207000000000002,1121.0263063270068
1789782456439,btc-updown-5m-1789782300,0.07,0.95,285.71428571428567,1.02,-0.02500000000000002,-7.142857142857147,1113.8834491841496
1789782472325,btc-updown-5m-1789782300,0.06,0.94,80.32,1.0,-0.005,-0.40159999999999996,1113.4818491841497
1789782488070,btc-updown-5m-1789782300,0.07,0.94,149.6,1.01,-0.01500000000000001,-2.2440000000000015,1111.2378491841498
1789782503446,btc-updown-5m-1789782300,0.07,0.94,77.89,1.01,-0.01500000000000001,-1.1683500000000007,1110.06949918415
1789782519251,btc-updown-5m-1789782300,0.07,0.94,96.29,1.01,-0.01500000000000001,-1.4443500000000011,1108.62514918415
1789782534959,btc-updown-5m-1789782300,0.07,0.94,141.29,1.01,-0.01500000000000001,-2.119350000000001,1106.50579918415
1789782550508,btc-updown-5m-1789782300,0.07,0.95,273.36,1.02,-0.02500000000000002,-6.834000000000006,1099.67179918415
1789782565931,btc-updown-5m-1789782300,0.06,0.95,190.99,1.01,-0.01500000000000001,-2.864850000000002,1096.80694918415
1789782581564,btc-updown-5m-1789782300,0.06,0.95,313.21,1.01,-0.01500000000000001,-4.698150000000003,1092.10879918415
1789782596692,btc-updown-5m-1789782300,0.06,0.64,110.86,0.7,0.29500000000000004,32.703700000000005,1124.81249918415
1789783937540,btc-updown-5m-1789783800,0.13,0.88,21.86,1.01,-0.01500000000000001,-0.3279000000000002,1124.48459918415
1789783952637,btc-updown-5m-1789783800,0.13,0.88,153.84615384615384,1.01,-0.01500000000000001,-2.3076923076923093,1122.1769068764577
1789783968337,btc-updown-5m-1789783800,0.13,0.88,153.84615384615384,1.01,-0.01500000000000001,-2.3076923076923093,1119.8692145687653
1789783983786,btc-updown-5m-1789783800,0.13,0.88,94.0,1.01,-0.01500000000000001,-1.410000000000001,1118.4592145687652
1789783999489,btc-updown-5m-1789783800,0.13,0.97,89.0,1.1,-0.1050000000000001,-9.345000000000008,1109.1142145687652
1789784015164,btc-updown-5m-1789783800,0.04,0.96,182.93,1.0,-0.005,-0.9146500000000001,1108.1995645687653
1789784030967,btc-updown-5m-1789783800,0.05,0.96,191.0,1.01,-0.01500000000000001,-2.865000000000002,1105.3345645687652
1789784046321,btc-updown-5m-1789783800,0.05,0.95,69.59,1.0,-0.005,-0.34795000000000004,1104.9866145687652
1789784061971,btc-updown-5m-1789783800,0.06,0.95,124.0,1.01,-0.01500000000000001,-1.8600000000000012,1103.1266145687653
1789784077817,btc-updown-5m-1789783800,0.06,0.95,216.43,1.01,-0.01500000000000001,-3.246450000000002,1099.8801645687652
1789784093538,btc-updown-5m-1789783800,0.06,0.39,333.33333333333337,0.45,0.545,181.6666666666667,1281.546831235432
1789789478077,btc-updown-5m-1789789200,0.02,0.98,23.0,1.0,-0.005,-0.115,1281.431831235432
1789789493618,btc-updown-5m-1789789200,0.03,0.6,188.3,0.63,0.365,68.7295,1350.1613312354318
1789789737087,btc-updown-5m-1789789500,0.04,0.97,108.58,1.01,-0.01500000000000001,-1.6287000000000011,1348.5326312354318
1789789752758,btc-updown-5m-1789789500,0.04,0.98,374.87,1.02,-0.02500000000000002,-9.371750000000008,1339.1608812354318
1789789768542,btc-updown-5m-1789789500,0.03,0.98,295.0,1.01,-0.01500000000000001,-4.4250000000000025,1334.7358812354319
1789789784430,btc-updown-5m-1789789500,0.03,0.98,366.94,1.01,-0.01500000000000001,-5.504100000000004,1329.2317812354318
1789790654068,btc-updown-5m-1789790400,0.06,0.95,333.33333333333337,1.01,-0.01500000000000001,-5.0000000000000036,1324.2317812354318
1789790669601,btc-updown-5m-1789790400,0.06,0.95,333.33333333333337,1.01,-0.01500000000000001,-5.0000000000000036,1319.2317812354318
1789790685205,btc-updown-5m-1789790400,0.06,0.44,63.0,0.5,0.495,31.185,1350.4167812354317
1789790855772,btc-updown-5m-1789790700,0.07,0.94,23.58,1.01,-0.01500000000000001,-0.3537000000000002,1350.0630812354318
1789790871442,btc-updown-5m-1789790700,0.07,0.94,75.0,1.01,-0.01500000000000001,-1.1250000000000007,1348.9380812354318
1789790886919,btc-updown-5m-1789790700,0.07,0.95,226.63,1.02,-0.02500000000000002,-5.6657500000000045,1343.2723312354317
1789790902272,btc-updown-5m-1789790700,0.06,0.95,85.53,1.01,-0.01500000000000001,-1.282950000000001,1341.9893812354317
1789790917471,btc-updown-5m-1789790700,0.06,0.96,267.0,1.02,-0.02500000000000002,-6.675000000000005,1335.3143812354317
1789790933171,btc-updown-5m-1789790700,0.05,0.96,191.79,1.01,-0.01500000000000001,-2.876850000000002,1332.4375312354316
1789790948918,btc-updown-5m-1789790700,0.05,0.97,400.0,1.02,-0.02500000000000002,-10.000000000000007,1322.4375312354316
1789790964085,btc-updown-5m-1789790700,0.04,0.97,283.19,1.01,-0.01500000000000001,-4.247850000000002,1318.1896812354316
1789790979762,btc-updown-5m-1789790700,0.04,0.38,102.2,0.42,0.5750000000000001,58.76500000000001,1376.9546812354317
1789792960938,btc-updown-5m-1789792800,0.04,0.97,417.35,1.01,-0.01500000000000001,-6.2602500000000045,1370.6944312354317
1789792975989,btc-updown-5m-1789792800,0.04,0.97,500.0,1.01,-0.01500000000000001,-7.500000000000005,1363.1944312354317
1789792991942,btc-updown-5m-1789792800,0.04,0.98,500.0,1.02,-0.02500000000000002,-12.500000000000009,1350.6944312354317
1789793007519,btc-updown-5m-1789792800,0.03,0.97,221.3,1.0,-0.005,-1.1065,1349.5879312354316
1789793023529,btc-updown-5m-1789792800,0.04,0.97,445.08,1.01,-0.01500000000000001,-6.676200000000004,1342.9117312354315
1789793039502,btc-updown-5m-1789792800,0.04,0.97,185.05,1.01,-0.01500000000000001,-2.775750000000002,1340.1359812354315
1789793055518,btc-updown-5m-1789792800,0.04,0.97,95.0,1.01,-0.01500000000000001,-1.425000000000001,1338.7109812354315
1789793070711,btc-updown-5m-1789792800,0.04,0.98,500.0,1.02,-0.02500000000000002,-12.500000000000009,1326.2109812354315
1789793086547,btc-updown-5m-1789792800,0.03,0.37,70.0,0.4,0.595,41.65,1367.8609812354316
1789793621770,btc-updown-5m-1789793400,0.06,0.96,333.33333333333337,1.02,-0.02500000000000002,-8.333333333333341,1359.5276479020984
1789793637465,btc-updown-5m-1789793400,0.05,0.96,288.0,1.01,-0.01500000000000001,-4.320000000000003,1355.2076479020984
1789793653292,btc-updown-5m-1789793400,0.05,0.96,341.51,1.01,-0.01500000000000001,-5.122650000000003,1350.0849979020984
1789793669045,btc-updown-5m-1789793400,0.05,0.96,191.93,1.01,-0.01500000000000001,-2.878950000000002,1347.2060479020984
1789793684490,btc-updown-5m-1789793400,0.05,0.97,342.53,1.02,-0.02500000000000002,-8.563250000000005,1338.6427979020984
1789795148931,btc-updown-5m-1789794900,0.14,0.87,51.95,1.01,-0.01500000000000001,-0.7792500000000006,1337.8635479020984
1789795164381,btc-updown-5m-1789794900,0.14,0.87,20.72,1.01,-0.01500000000000001,-0.3108000000000002,1337.5527479020984
1789795180243,btc-updown-5m-1789794900,0.14,0.87,20.72,1.01,-0.01500000000000001,-0.3108000000000002,1337.2419479020984
1789795196135,btc-updown-5m-1789794900,0.14,0.31,142.85714285714283,0.45,0.545,77.85714285714285,1415.0990907592413
1789795680632,btc-updown-5m-1789795500,0.14,0.87,68.85,1.01,-0.01500000000000001,-1.0327500000000005,1414.0663407592413
1789795696407,btc-updown-5m-1789795500,0.14,0.87,15.0,1.01,-0.01500000000000001,-0.22500000000000014,1413.8413407592413
1789795712312,btc-updown-5m-1789795500,0.14,0.91,120.0,1.05,-0.05500000000000004,-6.600000000000005,1407.2413407592414
1789795727818,btc-updown-5m-1789795500,0.11,0.91,93.0,1.02,-0.02500000000000002,-2.325000000000002,1404.9163407592414
1789795743660,btc-updown-5m-1789795500,0.1,0.91,163.07,1.01,-0.01500000000000001,-2.4460500000000014,1402.4702907592414
1789797233002,btc-updown-5m-1789797000,0.04,0.97,240.18,1.01,-0.01500000000000001,-3.6027000000000027,1398.8675907592415
1789797248563,btc-updown-5m-1789797000,0.04,0.98,500.0,1.02,-0.02500000000000002,-12.500000000000009,1386.3675907592415
1789797264072,btc-updown-5m-1789797000,0.03,0.98,345.0,1.01,-0.01500000000000001,-5.175000000000003,1381.1925907592415
1789797279507,btc-updown-5m-1789797000,0.03,0.98,366.59,1.01,-0.01500000000000001,-5.498850000000004,1375.6937407592416
1789797295260,btc-updown-5m-1789797000,0.03,0.55,115.35,0.5800000000000001,0.4149999999999999,47.87024999999999,1423.5639907592415
1789797752481,btc-updown-5m-1789797600,0.09,0.92,222.22222222222223,1.01,-0.01500000000000001,-3.3333333333333357,1420.2306574259082
1789797767944,btc-updown-5m-1789797600,0.09,0.92,222.22222222222223,1.01,-0.01500000000000001,-3.3333333333333357,1416.897324092575
1789797783373,btc-updown-5m-1789797600,0.09,0.92,222.22222222222223,1.01,-0.01500000000000001,-3.3333333333333357,1413.5639907592417
1789797798934,btc-updown-5m-1789797600,0.09,0.92,205.47,1.01,-0.01500000000000001,-3.082050000000002,1410.4819407592418
1789797814456,btc-updown-5m-1789797600,0.09,0.93,90.0,1.02,-0.02500000000000002,-2.2500000000000018,1408.2319407592418
1789797830523,btc-updown-5m-1789797600,0.08,0.93,125.0,1.01,-0.01500000000000001,-1.8750000000000013,1406.3569407592418
1789797846023,btc-updown-5m-1789797600,0.08,0.94,250.0,1.02,-0.02500000000000002,-6.250000000000004,1400.1069407592418
1789797861492,btc-updown-5m-1789797600,0.07,0.94,55.0,1.01,-0.01500000000000001,-0.8250000000000005,1399.2819407592417
1789797876893,btc-updown-5m-1789797600,0.07,0.94,85.68,1.01,-0.01500000000000001,-1.285200000000001,1397.9967407592417
1789797892218,btc-updown-5m-1789797600,0.07,0.46,285.71428571428567,0.53,0.46499999999999997,132.85714285714283,1530.8538836163846
1789798046133,btc-updown-5m-1789797900,0.1,0.91,36.02,1.01,-0.01500000000000001,-0.5403000000000004,1530.3135836163847
1789798061882,btc-updown-5m-1789797900,0.1,0.92,200.0,1.02,-0.02500000000000002,-5.0000000000000036,1525.3135836163847
1789798077631,btc-updown-5m-1789797900,0.09,0.92,222.22222222222223,1.01,-0.01500000000000001,-3.3333333333333357,1521.9802502830514
1789798093116,btc-updown-5m-1789797900,0.09,0.92,170.08,1.01,-0.01500000000000001,-2.551200000000002,1519.4290502830513
1789798108572,btc-updown-5m-1789797900,0.09,0.92,222.22222222222223,1.01,-0.01500000000000001,-3.3333333333333357,1516.095716949718
1789798124450,btc-updown-5m-1789797900,0.09,0.92,181.25,1.01,-0.01500000000000001,-2.7187500000000018,1513.376966949718
1789798140151,btc-updown-5m-1789797900,0.09,0.9,2.56,0.99,0.005000000000000009,0.012800000000000023,1513.389766949718
1789798155734,btc-updown-5m-1789797900,0.11,0.9,181.8181818181818,1.01,-0.01500000000000001,-2.727272727272729,1510.6624942224453
1789798171238,btc-updown-5m-1789797900,0.11,0.9,181.8181818181818,1.01,-0.01500000000000001,-2.727272727272729,1507.9352214951725
1789798186998,btc-updown-5m-1789797900,0.11,0.33,181.8181818181818,0.44,0.555,100.90909090909092,1608.8443124042635
1789799847926,btc-updown-5m-1789799700,0.05,0.97,400.0,1.02,-0.02500000000000002,-10.000000000000007,1598.8443124042635
1789799863487,btc-updown-5m-1789799700,0.04,0.97,180.0,1.01,-0.01500000000000001,-2.700000000000002,1596.1443124042635
1789799878835,btc-updown-5m-1789799700,0.04,0.97,85.0,1.01,-0.01500000000000001,-1.2750000000000008,1594.8693124042634
1789799894149,btc-updown-5m-1789799700,0.04,0.96,144.62,1.0,-0.005,-0.7231000000000001,1594.1462124042635
1789799909760,btc-updown-5m-1789799700,0.05,0.96,164.0,1.01,-0.01500000000000001,-2.4600000000000017,1591.6862124042634
1789799925242,btc-updown-5m-1789799700,0.05,0.96,391.97,1.01,-0.01500000000000001,-5.8795500000000045,1585.8066624042633
1789799940843,btc-updown-5m-1789799700,0.05,0.96,122.95,1.01,-0.01500000000000001,-1.8442500000000013,1583.9624124042632
1789799956335,btc-updown-5m-1789799700,0.05,0.96,68.0,1.01,-0.01500000000000001,-1.0200000000000007,1582.9424124042632
1789799971983,btc-updown-5m-1789799700,0.05,0.96,62.79,1.01,-0.01500000000000001,-0.9418500000000006,1582.0005624042633
1789799987793,btc-updown-5m-1789799700,0.05,0.47,138.36,0.52,0.475,65.721,1647.7215624042633
1789800549654,btc-updown-5m-1789800300,0.11,0.9,6.53,1.01,-0.01500000000000001,-0.09795000000000006,1647.6236124042632
1789801147188,btc-updown-5m-1789800900,0.14,0.86,6.66,1.0,-0.005,-0.0333,1647.5903124042632
1789801374657,btc-updown-5m-1789801200,0.14,0.9,65.0,1.04,-0.04500000000000003,-2.925000000000002,1644.6653124042632
1789801390349,btc-updown-5m-1789801200,0.12,0.88,39.99,1.0,-0.005,-0.19995000000000002,1644.4653624042633
1789801406032,btc-updown-5m-1789801200,0.13,0.88,153.84615384615384,1.01,-0.01500000000000001,-2.3076923076923093,1642.1576700965709
1789801421779,btc-updown-5m-1789801200,0.13,0.88,153.84615384615384,1.01,-0.01500000000000001,-2.3076923076923093,1639.8499777888785
1789801452262,btc-updown-5m-1789801200,0.01,0.999,7.0,1.009,-0.013999999999999898,-0.09799999999999928,1639.7519777888785
1789801482053,btc-updown-5m-1789801200,0.002,0.999,1.0,1.001,-0.00599999999999989,-0.00599999999999989,1639.7459777888785
1789801497642,btc-updown-5m-1789801200,0.01,0.5,24.68,0.51,0.485,11.9698,1651.7157777888785
1789802332385,btc-updown-5m-1789802100,0.02,0.99,441.0,1.01,-0.01500000000000001,-6.615000000000005,1645.1007777888785
1789802347818,btc-updown-5m-1789802100,0.02,0.99,422.0,1.01,-0.01500000000000001,-6.3300000000000045,1638.7707777888786
1789802363147,btc-updown-5m-1789802100,0.02,0.99,321.3,1.01,-0.01500000000000001,-4.819500000000003,1633.9512777888785
1789802378795,btc-updown-5m-1789802100,0.02,0.99,128.8,1.01,-0.01500000000000001,-1.9320000000000015,1632.0192777888785
1789802394792,btc-updown-5m-1789802100,0.02,0.31,15.0,0.33,0.6649999999999999,9.975,1641.9942777888784
1789803252089,btc-updown-5m-1789803000,0.02,0.99,365.93,1.01,-0.01500000000000001,-5.4889500000000035,1636.5053277888785
1789803267765,btc-updown-5m-1789803000,0.02,0.99,320.65,1.01,-0.01500000000000001,-4.809750000000003,1631.6955777888786
1789803283589,btc-updown-5m-1789803000,0.02,0.95,232.64,0.97,0.025000000000000026,5.816000000000006,1637.5115777888786
1789803298886,btc-updown-5m-1789803000,0.06,0.45,108.37,0.51,0.485,52.55945,1690.0710277888786
1789803840968,btc-updown-5m-1789803600,0.07,0.95,176.59,1.02,-0.02500000000000002,-4.414750000000003,1685.6562777888787
1789803856815,btc-updown-5m-1789803600,0.06,0.95,57.0,1.01,-0.01500000000000001,-0.8550000000000005,1684.8012777888787
