anchor_ts_ms,hedge_ts_ms,settle_ts,market_slug,leg1_budget,first_ask,second_ask,qty,leg1_cost,leg2_cost,friction,total_cost,pair_cost_net,status,payout,pnl
1789765757479,1789765772552,1789765772552,btc-updown-5m-1789765500,10.0,0.08,0.94,125.0,10.0,117.5,0.625,128.125,1.025,SETTLED,125.0,-3.125
1789765773058,1789765788065,1789765788065,btc-updown-5m-1789765500,10.0,0.07,0.94,142.85714285714283,10.0,134.28571428571425,0.7142857142857142,144.99999999999997,1.015,SETTLED,142.85714285714283,-2.142857142857139
1789765788917,1789765803979,1789765803979,btc-updown-5m-1789765500,10.0,0.07,0.28,142.85714285714283,10.0,40.0,0.7142857142857142,50.714285714285715,0.35500000000000004,SETTLED,142.85714285714283,92.14285714285711
1789766650992,1789766666015,1789766666015,btc-updown-5m-1789766400,10.0,0.14,0.92,19.16,2.6824000000000003,17.627200000000002,0.0958,20.405400000000004,1.065,SETTLED,19.16,-1.2454000000000036
1789766666619,1789766681643,1789766681643,btc-updown-5m-1789766400,10.0,0.1,0.94,50.0,5.0,47.0,0.25,52.25,1.045,SETTLED,50.0,-2.25
1789766682038,1789766703624,1789766703624,btc-updown-5m-1789766400,10.0,0.09,0.5,67.38,6.0642,33.69,0.3369,40.0911,0.595,SETTLED,67.38,27.288899999999998
1789768449781,1789768464781,1789768464781,btc-updown-5m-1789768200,10.0,0.03,0.98,136.33,4.0899,133.60340000000002,0.6816500000000001,138.37495,1.015,SETTLED,136.33,-2.04495
1789768465395,1789768480396,1789768480396,btc-updown-5m-1789768200,10.0,0.03,0.98,16.33,0.48989999999999995,16.0034,0.08164999999999999,16.574949999999998,1.015,SETTLED,16.33,-0.24494999999999933
1789768481257,1789768496281,1789768496281,btc-updown-5m-1789768200,10.0,0.03,0.99,333.33333333333337,10.0,330.00000000000006,1.666666666666667,341.66666666666674,1.025,SETTLED,333.33333333333337,-8.333333333333371
1789768496797,1789768511816,1789768511816,btc-updown-5m-1789768200,10.0,0.02,0.58,423.73,8.4746,245.7634,2.11865,256.35665,0.605,SETTLED,423.73,167.37335000000002
1789768731390,1789768746406,1789768746406,btc-updown-5m-1789768500,10.0,0.04,0.97,134.99,5.3996,130.9403,0.67495,137.01485,1.015,SETTLED,134.99,-2.0248499999999865
1789768747005,1789768762014,1789768762014,btc-updown-5m-1789768500,10.0,0.04,0.97,167.23,6.6892,162.2131,0.83615,169.73845,1.015,SETTLED,167.23,-2.5084500000000105
1789768762883,1789768777900,1789768777900,btc-updown-5m-1789768500,10.0,0.04,0.97,157.14,6.2856,152.42579999999998,0.7857,159.49709999999996,1.015,SETTLED,157.14,-2.357099999999974
1789768778640,1789768793683,1789768793683,btc-updown-5m-1789768500,10.0,0.04,0.97,219.84,8.7936,213.2448,1.0992,223.1376,1.015,SETTLED,219.84,-3.2975999999999885
1789768794467,1789768809490,1789768809490,btc-updown-5m-1789768500,10.0,0.04,0.49,160.1,6.404,78.449,0.8005,85.6535,0.535,SETTLED,160.1,74.4465
1789772608976,1789772624027,1789772624027,btc-updown-5m-1789772400,10.0,0.14,0.87,71.42857142857142,10.0,62.14285714285713,0.3571428571428571,72.5,1.015,SETTLED,71.42857142857142,-1.0714285714285836
1789772624721,1789772639744,1789772639744,btc-updown-5m-1789772400,10.0,0.14,0.87,71.42857142857142,10.0,62.14285714285713,0.3571428571428571,72.5,1.015,SETTLED,71.42857142857142,-1.0714285714285836
1789772640395,1789772655411,1789772655411,btc-updown-5m-1789772400,10.0,0.14,0.87,71.42857142857142,10.0,62.14285714285713,0.3571428571428571,72.5,1.015,SETTLED,71.42857142857142,-1.0714285714285836
1789772656040,1789772671370,1789772671370,btc-updown-5m-1789772400,10.0,0.14,0.87,29.29,4.1006,25.4823,0.14645,29.72935,1.015,SETTLED,29.29,-0.439350000000001
1789772675638,1789772704942,1789772704942,btc-updown-5m-1789772400,10.0,0.14,0.45,71.42857142857142,10.0,32.14285714285714,0.3571428571428571,42.49999999999999,0.5950000000000001,SETTLED,71.42857142857142,28.928571428571423
1789773246231,1789773261256,1789773261256,btc-updown-5m-1789773000,10.0,0.05,0.96,200.0,10.0,192.0,1.0,203.0,1.015,SETTLED,200.0,-3.0
1789773261808,1789773276845,1789773276845,btc-updown-5m-1789773000,10.0,0.05,0.96,189.78,9.489,182.1888,0.9489000000000001,192.6267,1.015,SETTLED,189.78,-2.8466999999999985
1789773277565,1789773292573,1789773292573,btc-updown-5m-1789773000,10.0,0.05,0.96,200.0,10.0,192.0,1.0,203.0,1.015,SETTLED,200.0,-3.0
1789773293109,1789773308110,1789773308110,btc-updown-5m-1789773000,10.0,0.05,0.57,190.41,9.5205,108.53369999999998,0.95205,119.00624999999998,0.625,SETTLED,190.41,71.40375000000002
1789775849650,1789775864787,1789775864787,btc-updown-5m-1789775700,10.0,0.08,0.93,125.0,10.0,116.25,0.625,126.875,1.015,SETTLED,125.0,-1.875
1789775865448,1789775880490,1789775880490,btc-updown-5m-1789775700,10.0,0.08,0.92,30.0,2.4,27.6,0.15,30.15,1.005,SETTLED,30.0,-0.14999999999999858
1789775880571,1789775895623,1789775895623,btc-updown-5m-1789775700,10.0,0.09,0.93,111.11111111111111,10.0,103.33333333333334,0.5555555555555556,113.8888888888889,1.025,SETTLED,111.11111111111111,-2.7777777777777857
1789775895623,1789775910697,1789775910697,btc-updown-5m-1789775700,10.0,0.08,0.91,58.27,4.6616,53.02570000000001,0.29135,57.97865000000001,0.995,SETTLED,58.27,0.2913499999999942
1789775911109,1789775926111,1789775926111,btc-updown-5m-1789775700,10.0,0.1,0.92,100.0,10.0,92.0,0.5,102.5,1.025,SETTLED,100.0,-2.5
1789775926111,1789775942036,1789775942036,btc-updown-5m-1789775700,10.0,0.09,0.92,25.0,2.25,23.0,0.125,25.375,1.015,SETTLED,25.0,-0.375
1789775942036,1789775957039,1789775957039,btc-updown-5m-1789775700,10.0,0.09,0.92,5.0,0.44999999999999996,4.6000000000000005,0.025,5.075000000000001,1.015,SETTLED,5.0,-0.07500000000000107
1789775958519,1789775973534,1789775973534,btc-updown-5m-1789775700,10.0,0.09,0.93,72.54,6.5286,67.46220000000001,0.3627,74.35350000000001,1.025,SETTLED,72.54,-1.8135000000000048
1789775974353,1789775989432,1789775989432,btc-updown-5m-1789775700,10.0,0.08,0.93,37.45,2.9960000000000004,34.828500000000005,0.18725000000000003,38.011750000000006,1.015,SETTLED,37.45,-0.5617500000000035
1789775990100,1789776005137,1789776005137,btc-updown-5m-1789775700,10.0,0.08,0.61,125.0,10.0,76.25,0.625,86.875,0.695,SETTLED,125.0,38.125
1789776473231,1789776488249,1789776488249,btc-updown-5m-1789776300,10.0,0.07,0.94,20.0,1.4000000000000001,18.799999999999997,0.1,20.299999999999997,1.015,SETTLED,20.0,-0.29999999999999716
