anchor_ts_ms,hedge_ts_ms,settle_ts,market_slug,leg1_budget,first_ask,second_ask,qty,leg1_cost,leg2_cost,friction,total_cost,pair_cost_net,status,payout,pnl
1789776489389,1789776504401,1789776504401,btc-updown-5m-1789776300,10.0,0.07,0.94,75.0,5.250000000000001,70.5,0.375,76.125,1.015,SETTLED,75.0,-1.125
1789776505354,1789776520396,1789776520396,btc-updown-5m-1789776300,10.0,0.07,0.94,142.85714285714283,10.0,134.28571428571425,0.7142857142857142,144.99999999999997,1.015,SETTLED,142.85714285714283,-2.142857142857139
1789776520984,1789776536013,1789776536013,btc-updown-5m-1789776300,10.0,0.07,0.76,39.03,2.7321000000000004,29.6628,0.19515000000000002,32.59005,0.8350000000000001,SETTLED,39.03,6.439950000000003
1789776742369,1789776757412,1789776757412,btc-updown-5m-1789776600,10.0,0.14,0.87,71.42857142857142,10.0,62.14285714285713,0.3571428571428571,72.5,1.015,SETTLED,71.42857142857142,-1.0714285714285836
1789776757979,1789776773003,1789776773003,btc-updown-5m-1789776600,10.0,0.14,0.87,71.42857142857142,10.0,62.14285714285713,0.3571428571428571,72.5,1.015,SETTLED,71.42857142857142,-1.0714285714285836
1789776773161,1789776788181,1789776788181,btc-updown-5m-1789776600,10.0,0.14,0.98,71.42857142857142,10.0,69.99999999999999,0.3571428571428571,80.35714285714285,1.125,SETTLED,71.42857142857142,-8.92857142857143
1789776789162,1789776804221,1789776804221,btc-updown-5m-1789776600,10.0,0.03,0.98,333.33333333333337,10.0,326.6666666666667,1.666666666666667,338.33333333333337,1.015,SETTLED,333.33333333333337,-5.0
1789776804970,1789776820016,1789776820016,btc-updown-5m-1789776600,10.0,0.03,0.99,309.57,9.287099999999999,306.47429999999997,1.54785,317.30924999999996,1.025,SETTLED,309.57,-7.73924999999997
1789776820626,1789776835627,1789776835627,btc-updown-5m-1789776600,10.0,0.02,0.98,288.23,5.764600000000001,282.4654,1.4411500000000002,289.67114999999995,1.005,SETTLED,288.23,-1.4411499999999364
1789776836472,1789776851509,1789776851509,btc-updown-5m-1789776600,10.0,0.03,0.98,333.33333333333337,10.0,326.6666666666667,1.666666666666667,338.33333333333337,1.015,SETTLED,333.33333333333337,-5.0
1789776851509,1789776866522,1789776866522,btc-updown-5m-1789776600,10.0,0.03,0.98,333.33333333333337,10.0,326.6666666666667,1.666666666666667,338.33333333333337,1.015,SETTLED,333.33333333333337,-5.0
1789776867295,1789776882309,1789776882309,btc-updown-5m-1789776600,10.0,0.03,0.96,44.99,1.3497,43.1904,0.22495,44.765049999999995,0.995,SETTLED,44.99,0.22495000000000687
1789776882873,1789776897933,1789776897933,btc-updown-5m-1789776600,10.0,0.06,0.94,136.95,8.216999999999999,128.73299999999998,0.68475,137.63475,1.005,SETTLED,136.95,-0.6847500000000082
1789776898784,1789776913825,1789776913825,btc-updown-5m-1789776600,10.0,0.07,0.55,10.0,0.7000000000000001,5.5,0.05,6.25,0.6250000000000001,SETTLED,10.0,3.75
1789777042133,1789777057146,1789777057146,btc-updown-5m-1789776900,10.0,0.12,0.89,83.33333333333334,10.0,74.16666666666667,0.41666666666666674,84.58333333333334,1.015,SETTLED,83.33333333333334,-1.25
1789777057542,1789777072620,1789777072620,btc-updown-5m-1789776900,10.0,0.12,0.89,83.33333333333334,10.0,74.16666666666667,0.41666666666666674,84.58333333333334,1.015,SETTLED,83.33333333333334,-1.25
1789777073111,1789777088254,1789777088254,btc-updown-5m-1789776900,10.0,0.12,0.88,83.33333333333334,10.0,73.33333333333334,0.41666666666666674,83.75000000000001,1.005,SETTLED,83.33333333333334,-0.4166666666666714
1789777089061,1789777104083,1789777104083,btc-updown-5m-1789776900,10.0,0.13,0.88,76.92307692307692,10.0,67.6923076923077,0.3846153846153846,78.07692307692308,1.015,SETTLED,76.92307692307692,-1.1538461538461604
1789777104826,1789777119873,1789777119873,btc-updown-5m-1789776900,10.0,0.13,0.88,50.97,6.6261,44.8536,0.25485,51.73455,1.015,SETTLED,50.97,-0.7645499999999998
1789777119986,1789777135194,1789777135194,btc-updown-5m-1789776900,10.0,0.13,0.89,76.92307692307692,10.0,68.46153846153845,0.3846153846153846,78.84615384615384,1.025,SETTLED,76.92307692307692,-1.9230769230769198
1789777135702,1789777150726,1789777150726,btc-updown-5m-1789776900,10.0,0.12,0.89,55.0,6.6,48.95,0.275,55.825,1.015,SETTLED,55.0,-0.8250000000000028
1789777151211,1789777166251,1789777166251,btc-updown-5m-1789776900,10.0,0.12,0.9,83.33333333333334,10.0,75.00000000000001,0.41666666666666674,85.41666666666669,1.025,SETTLED,83.33333333333334,-2.083333333333343
1789777171918,1789777201129,1789777201129,btc-updown-5m-1789776900,10.0,0.11,0.58,50.0,5.5,28.999999999999996,0.25,34.75,0.695,SETTLED,50.0,15.25
1789777446719,1789777461792,1789777461792,btc-updown-5m-1789777200,10.0,0.04,0.97,250.0,10.0,242.5,1.25,253.75,1.015,SETTLED,250.0,-3.75
1789777462663,1789777477672,1789777477672,btc-updown-5m-1789777200,10.0,0.04,0.96,101.77,4.0708,97.69919999999999,0.50885,102.27884999999999,1.005,SETTLED,101.77,-0.5088499999999954
