condition_id,market_duration,from,to,seconds
0xbfcc617f137c8b61df0735f5bf24701ca2b283568431935779a29d9bfc6540c3,300,Down,Up,6
0xbfcc617f137c8b61df0735f5bf24701ca2b283568431935779a29d9bfc6540c3,300,Up,Down,17
0xbfcc617f137c8b61df0735f5bf24701ca2b283568431935779a29d9bfc6540c3,300,Down,Up,11
0x7ef915d645d7134546934741512f685bb135ec8b4cbe620a14f7c739d5c6c5d3,300,Up,Down,28
0x7ef915d645d7134546934741512f685bb135ec8b4cbe620a14f7c739d5c6c5d3,300,Down,Up,27
0x7ef915d645d7134546934741512f685bb135ec8b4cbe620a14f7c739d5c6c5d3,300,Up,Down,2
0x7ef915d645d7134546934741512f685bb135ec8b4cbe620a14f7c739d5c6c5d3,300,Down,Up,6
0x7ef915d645d7134546934741512f685bb135ec8b4cbe620a14f7c739d5c6c5d3,300,Up,Down,21
0x7ef915d645d7134546934741512f685bb135ec8b4cbe620a14f7c739d5c6c5d3,300,Down,Up,9
0x7ef915d645d7134546934741512f685bb135ec8b4cbe620a14f7c739d5c6c5d3,300,Up,Down,13
0x7ef915d645d7134546934741512f685bb135ec8b4cbe620a14f7c739d5c6c5d3,300,Down,Up,6
0x6500bdfd24b32d8f25cc6911dc29ef3344cf2444efa68dd202d23e1b7150d386,300,Up,Down,3
0x6500bdfd24b32d8f25cc6911dc29ef3344cf2444efa68dd202d23e1b7150d386,300,Down,Up,9
0x6500bdfd24b32d8f25cc6911dc29ef3344cf2444efa68dd202d23e1b7150d386,300,Up,Down,3
0x195ebcc5f48613d22250d71b43bccc03ad3dc9215f3ecd99ec4f0df20b6b1b31,300,Up,Down,30
0x195ebcc5f48613d22250d71b43bccc03ad3dc9215f3ecd99ec4f0df20b6b1b31,300,Down,Up,63
0x195ebcc5f48613d22250d71b43bccc03ad3dc9215f3ecd99ec4f0df20b6b1b31,300,Up,Down,7
0x6bfec5d51ed7c45bb9eff18da53499641624193d44da792955fdc6a5a8d3103f,300,Down,Up,26
0x6bfec5d51ed7c45bb9eff18da53499641624193d44da792955fdc6a5a8d3103f,300,Up,Down,13
0x6fcd3eef79eb1cb65030b0a91d306ccff32f03274e6b8ed826f4f2fa68655758,300,Up,Down,11
0xb93acce4bef30016d54aa1543ffbb3a87145ec6feeb7f887ed4f00b32b860da0,300,Up,Down,44
0x3781844a6092205350eb431c72ada687d26b8ec6d3452dcb7555f47d9ad2b1af,300,Down,Up,14
0x3781844a6092205350eb431c72ada687d26b8ec6d3452dcb7555f47d9ad2b1af,300,Up,Down,3
0x3781844a6092205350eb431c72ada687d26b8ec6d3452dcb7555f47d9ad2b1af,300,Down,Up,3
0x3781844a6092205350eb431c72ada687d26b8ec6d3452dcb7555f47d9ad2b1af,300,Up,Down,139
0x3781844a6092205350eb431c72ada687d26b8ec6d3452dcb7555f47d9ad2b1af,300,Down,Up,48
0xeb2a825662f187132c601f44be636a9eb3b928c818676fe3f5f1456e1e71d853,300,Up,Down,51
0x6d1287a1d2ab4c66413b730351ee007a29530e7b4f49d83053e144d2bdb975c3,300,Down,Up,15
0x2e9017ea6d77c4f09124727eaaa371a959fd564f344e874189b835ded2450106,300,Up,Down,112
0x871f52be9647d8b723fb1781950766522522ea71e991d6fbcf55031a7b3d8813,300,Down,Up,66
0x871f52be9647d8b723fb1781950766522522ea71e991d6fbcf55031a7b3d8813,300,Up,Down,5
0x6efa66a929b8a6afdb035b7a5fd148c55e07e51fbeaa8373b43a43208a19d368,300,Down,Up,34
0x6efa66a929b8a6afdb035b7a5fd148c55e07e51fbeaa8373b43a43208a19d368,300,Up,Down,3
0x6efa66a929b8a6afdb035b7a5fd148c55e07e51fbeaa8373b43a43208a19d368,300,Down,Up,75
0x6efa66a929b8a6afdb035b7a5fd148c55e07e51fbeaa8373b43a43208a19d368,300,Up,Down,3
0xa8dd07debf0dc9103b098730e331fd2895eee3ab82be449496405f94993579e0,300,Down,Up,1
0xa8dd07debf0dc9103b098730e331fd2895eee3ab82be449496405f94993579e0,300,Up,Down,12
0xa8dd07debf0dc9103b098730e331fd2895eee3ab82be449496405f94993579e0,300,Down,Up,2
0xa8dd07debf0dc9103b098730e331fd2895eee3ab82be449496405f94993579e0,300,Up,Down,16
0xa8dd07debf0dc9103b098730e331fd2895eee3ab82be449496405f94993579e0,300,Down,Up,10
0xa8dd07debf0dc9103b098730e331fd2895eee3ab82be449496405f94993579e0,300,Up,Down,1
0xa8dd07debf0dc9103b098730e331fd2895eee3ab82be449496405f94993579e0,300,Down,Up,25
0xa8dd07debf0dc9103b098730e331fd2895eee3ab82be449496405f94993579e0,300,Up,Down,37
0xa8dd07debf0dc9103b098730e331fd2895eee3ab82be449496405f94993579e0,300,Down,Up,41
0xa8dd07debf0dc9103b098730e331fd2895eee3ab82be449496405f94993579e0,300,Up,Down,14
0xa8dd07debf0dc9103b098730e331fd2895eee3ab82be449496405f94993579e0,300,Down,Up,15
0xa8dd07debf0dc9103b098730e331fd2895eee3ab82be449496405f94993579e0,300,Up,Down,11
0x181c8bc9f3c70904997404b4b0ba4cf53660ff9f4bcdf68ff2781244eb660e7e,300,Down,Up,18
0x181c8bc9f3c70904997404b4b0ba4cf53660ff9f4bcdf68ff2781244eb660e7e,300,Up,Down,63
0x181c8bc9f3c70904997404b4b0ba4cf53660ff9f4bcdf68ff2781244eb660e7e,300,Down,Up,12
0x181c8bc9f3c70904997404b4b0ba4cf53660ff9f4bcdf68ff2781244eb660e7e,300,Up,Down,8
0x771deea5f4dc4584ce9c6e0353db707d0a4750d26593e4fb3d4fb559c1eac807,300,Up,Down,39
0x771deea5f4dc4584ce9c6e0353db707d0a4750d26593e4fb3d4fb559c1eac807,300,Down,Up,3
0x771deea5f4dc4584ce9c6e0353db707d0a4750d26593e4fb3d4fb559c1eac807,300,Up,Down,11
0x771deea5f4dc4584ce9c6e0353db707d0a4750d26593e4fb3d4fb559c1eac807,300,Down,Up,8
0x771deea5f4dc4584ce9c6e0353db707d0a4750d26593e4fb3d4fb559c1eac807,300,Up,Down,4
0x771deea5f4dc4584ce9c6e0353db707d0a4750d26593e4fb3d4fb559c1eac807,300,Down,Up,42
0x771deea5f4dc4584ce9c6e0353db707d0a4750d26593e4fb3d4fb559c1eac807,300,Up,Down,34
0x771deea5f4dc4584ce9c6e0353db707d0a4750d26593e4fb3d4fb559c1eac807,300,Down,Up,16
0x20bff037a4354256f26b7100c610f22dae8363701b5565146fa3444f517a8472,300,Up,Down,24
0x20bff037a4354256f26b7100c610f22dae8363701b5565146fa3444f517a8472,300,Down,Up,95
0xed703fced0cd7bc56916082d9cbeb03111b0d76fd7194e398d301da69af0ca65,300,Down,Up,72
0xed703fced0cd7bc56916082d9cbeb03111b0d76fd7194e398d301da69af0ca65,300,Up,Down,3
0xdc579842672f30d392817e028a54c7a75bd515fd340ecc0b6107885c031602e5,300,Down,Up,14
0xdc579842672f30d392817e028a54c7a75bd515fd340ecc0b6107885c031602e5,300,Up,Down,5
0xdc579842672f30d392817e028a54c7a75bd515fd340ecc0b6107885c031602e5,300,Down,Up,3
0xdc579842672f30d392817e028a54c7a75bd515fd340ecc0b6107885c031602e5,300,Up,Down,5
0xdc579842672f30d392817e028a54c7a75bd515fd340ecc0b6107885c031602e5,300,Down,Up,91
0x42c5f3e78914bd5565be74661559788516fd12e9ca18a246a1a56c0aaed17791,300,Up,Down,79
0x42c5f3e78914bd5565be74661559788516fd12e9ca18a246a1a56c0aaed17791,300,Down,Up,15
0xa79e7f5f88f8d2ee47aeaffbdcbfcbf12441d0b01f17db87e6cf2b6c9f4f0e26,300,Down,Up,95
0xa79e7f5f88f8d2ee47aeaffbdcbfcbf12441d0b01f17db87e6cf2b6c9f4f0e26,300,Up,Down,29
0x38abb847105911dba870aee69bdf8018ece9479e21943bb8a93b0d5b4f534c6e,300,Down,Up,32
0x38abb847105911dba870aee69bdf8018ece9479e21943bb8a93b0d5b4f534c6e,300,Up,Down,10
0x38abb847105911dba870aee69bdf8018ece9479e21943bb8a93b0d5b4f534c6e,300,Down,Up,57
0x38abb847105911dba870aee69bdf8018ece9479e21943bb8a93b0d5b4f534c6e,300,Up,Down,6
0x38abb847105911dba870aee69bdf8018ece9479e21943bb8a93b0d5b4f534c6e,300,Down,Up,5
0x38abb847105911dba870aee69bdf8018ece9479e21943bb8a93b0d5b4f534c6e,300,Up,Down,3
0x38abb847105911dba870aee69bdf8018ece9479e21943bb8a93b0d5b4f534c6e,300,Down,Up,51
0x172673ecab7ca23847f2fb74c645b68786e1ffa4cd0df5c9543046ed1036447c,300,Up,Down,37
0x172673ecab7ca23847f2fb74c645b68786e1ffa4cd0df5c9543046ed1036447c,300,Down,Up,9
0xc178835c6c07ddc7a605fc6f77df47bd27304d5efa58092506a9eb3df1dfde34,300,Up,Down,66
0xc178835c6c07ddc7a605fc6f77df47bd27304d5efa58092506a9eb3df1dfde34,300,Down,Up,12
0xdac89d5128ce840aee2e76179cd64cacf576a28918304c74a2811187b3578a44,300,Up,Down,2
0xdac89d5128ce840aee2e76179cd64cacf576a28918304c74a2811187b3578a44,300,Down,Up,59
0xdac89d5128ce840aee2e76179cd64cacf576a28918304c74a2811187b3578a44,300,Up,Down,10
0xdac89d5128ce840aee2e76179cd64cacf576a28918304c74a2811187b3578a44,300,Down,Up,2
0xdac89d5128ce840aee2e76179cd64cacf576a28918304c74a2811187b3578a44,300,Up,Down,9
0xd3ad3d3b24ccaccd9627e132348a563cb41643c465f344df33199c42a022ccef,300,Up,Down,21
0xd3ad3d3b24ccaccd9627e132348a563cb41643c465f344df33199c42a022ccef,300,Down,Up,43
0xd3ad3d3b24ccaccd9627e132348a563cb41643c465f344df33199c42a022ccef,300,Up,Down,50
0xd3ad3d3b24ccaccd9627e132348a563cb41643c465f344df33199c42a022ccef,300,Down,Up,18
0xd3ad3d3b24ccaccd9627e132348a563cb41643c465f344df33199c42a022ccef,300,Up,Down,9
0xd3ad3d3b24ccaccd9627e132348a563cb41643c465f344df33199c42a022ccef,300,Down,Up,3
0xd3ad3d3b24ccaccd9627e132348a563cb41643c465f344df33199c42a022ccef,300,Up,Down,11
0xd3ad3d3b24ccaccd9627e132348a563cb41643c465f344df33199c42a022ccef,300,Up,Down,57
0x57011658c68bd49c02a9ffefd865c7a4148f62280ee53ecf03caf86ec4a96414,300,Down,Up,6
0xb6e76f85749fa3ee69c4ca6aeaf784a899a21c90fb64ca9d3e1572b28350c07d,300,Down,Up,5
0x8774c41b1467deb705619616d85b1a74b7da7313a52f198e00665ce50d72db55,300,Down,Up,2
0x8774c41b1467deb705619616d85b1a74b7da7313a52f198e00665ce50d72db55,300,Up,Down,95
0xd9d3dd2bbb69b559fcad6ae0378050d14cb814bfb6e4c72de09f34115c663a33,300,Up,Down,2
0xd9d3dd2bbb69b559fcad6ae0378050d14cb814bfb6e4c72de09f34115c663a33,300,Down,Up,18
0xd9d3dd2bbb69b559fcad6ae0378050d14cb814bfb6e4c72de09f34115c663a33,300,Up,Down,30
0xd9d3dd2bbb69b559fcad6ae0378050d14cb814bfb6e4c72de09f34115c663a33,300,Down,Up,39
0xd9d3dd2bbb69b559fcad6ae0378050d14cb814bfb6e4c72de09f34115c663a33,300,Up,Down,35
0xb310e35795d6399c27281e0be615aac1a910c39bbb4f04eb40355f2362dfb158,300,Up,Down,27
0xb310e35795d6399c27281e0be615aac1a910c39bbb4f04eb40355f2362dfb158,300,Down,Up,68
0xb310e35795d6399c27281e0be615aac1a910c39bbb4f04eb40355f2362dfb158,300,Up,Down,18
0xb310e35795d6399c27281e0be615aac1a910c39bbb4f04eb40355f2362dfb158,300,Down,Up,49
0xb310e35795d6399c27281e0be615aac1a910c39bbb4f04eb40355f2362dfb158,300,Up,Down,11
0xb310e35795d6399c27281e0be615aac1a910c39bbb4f04eb40355f2362dfb158,300,Down,Up,19
0xb310e35795d6399c27281e0be615aac1a910c39bbb4f04eb40355f2362dfb158,300,Up,Down,4
0x19e1b007f1644aac5bb794de4ece61dae8c0f222de0d29f1d4c4c4c6d116d861,300,Down,Up,12
0x19e1b007f1644aac5bb794de4ece61dae8c0f222de0d29f1d4c4c4c6d116d861,300,Up,Down,8
0x19e1b007f1644aac5bb794de4ece61dae8c0f222de0d29f1d4c4c4c6d116d861,300,Down,Up,7
0x19e1b007f1644aac5bb794de4ece61dae8c0f222de0d29f1d4c4c4c6d116d861,300,Up,Down,152
0x7150142fe2a3a93564914194e30431e0d80d8cb64d906937cf1c0fdacfb74177,300,Up,Down,108
0x3e913b284a5a8d90508fa0c933e89a9d9985581b7c2219e8a8cc1001ac18088e,300,Up,Down,51
0x3e913b284a5a8d90508fa0c933e89a9d9985581b7c2219e8a8cc1001ac18088e,300,Up,Down,12
0x3e913b284a5a8d90508fa0c933e89a9d9985581b7c2219e8a8cc1001ac18088e,300,Down,Up,14
0x3e913b284a5a8d90508fa0c933e89a9d9985581b7c2219e8a8cc1001ac18088e,300,Up,Down,8
0x3e913b284a5a8d90508fa0c933e89a9d9985581b7c2219e8a8cc1001ac18088e,300,Down,Up,14
0x9cbe5afdd1e43c3440c7388ebb1ba5f87ba9ee57562a7d43d15b371a8fd1f8a8,300,Down,Up,18
0x9cbe5afdd1e43c3440c7388ebb1ba5f87ba9ee57562a7d43d15b371a8fd1f8a8,300,Up,Down,7
0x9cbe5afdd1e43c3440c7388ebb1ba5f87ba9ee57562a7d43d15b371a8fd1f8a8,300,Down,Up,47
0x9cbe5afdd1e43c3440c7388ebb1ba5f87ba9ee57562a7d43d15b371a8fd1f8a8,300,Up,Down,3
0x9cbe5afdd1e43c3440c7388ebb1ba5f87ba9ee57562a7d43d15b371a8fd1f8a8,300,Down,Up,3
0x9cbe5afdd1e43c3440c7388ebb1ba5f87ba9ee57562a7d43d15b371a8fd1f8a8,300,Up,Down,36
0x421faa8b7f13780e8975a3df9447bd0189ba6a279d8fbe0faed9aa2b361fe026,300,Up,Down,18
0x421faa8b7f13780e8975a3df9447bd0189ba6a279d8fbe0faed9aa2b361fe026,300,Down,Up,28
0xa366ca63329146eca6b2c08b698d45cc1978813ddd556d0411dcf7d5a95ae3b5,300,Down,Up,42
0xa366ca63329146eca6b2c08b698d45cc1978813ddd556d0411dcf7d5a95ae3b5,300,Up,Down,6
0xa366ca63329146eca6b2c08b698d45cc1978813ddd556d0411dcf7d5a95ae3b5,300,Down,Up,34
0xa366ca63329146eca6b2c08b698d45cc1978813ddd556d0411dcf7d5a95ae3b5,300,Up,Down,28
0xa366ca63329146eca6b2c08b698d45cc1978813ddd556d0411dcf7d5a95ae3b5,300,Down,Up,2
0xa366ca63329146eca6b2c08b698d45cc1978813ddd556d0411dcf7d5a95ae3b5,300,Up,Down,9
0xa366ca63329146eca6b2c08b698d45cc1978813ddd556d0411dcf7d5a95ae3b5,300,Down,Up,10
0xa366ca63329146eca6b2c08b698d45cc1978813ddd556d0411dcf7d5a95ae3b5,300,Up,Down,36
0xa366ca63329146eca6b2c08b698d45cc1978813ddd556d0411dcf7d5a95ae3b5,300,Down,Up,2
0xc00cb34be5e65de793485e0b1c309f57811b945de2032782f6077b8f6f04cf43,300,Down,Up,36
0xc00cb34be5e65de793485e0b1c309f57811b945de2032782f6077b8f6f04cf43,300,Up,Down,1
0xc00cb34be5e65de793485e0b1c309f57811b945de2032782f6077b8f6f04cf43,300,Down,Up,1
0xc00cb34be5e65de793485e0b1c309f57811b945de2032782f6077b8f6f04cf43,300,Up,Down,123
0xd9a0dde0193402495021413e3b33ce58ce5ae30ead59aa6e4651aafb9ed6baa0,300,Down,Up,39
0xd9a0dde0193402495021413e3b33ce58ce5ae30ead59aa6e4651aafb9ed6baa0,300,Up,Down,135
0xbe6181e736370585bd2843d192baf53cb18712caf0a5b9bedb3aebd862911974,300,Down,Up,24
0xbe6181e736370585bd2843d192baf53cb18712caf0a5b9bedb3aebd862911974,300,Up,Down,9
0xbe6181e736370585bd2843d192baf53cb18712caf0a5b9bedb3aebd862911974,300,Down,Up,6
0xbe6181e736370585bd2843d192baf53cb18712caf0a5b9bedb3aebd862911974,300,Up,Down,16
0xbe6181e736370585bd2843d192baf53cb18712caf0a5b9bedb3aebd862911974,300,Down,Up,12
0xbe6181e736370585bd2843d192baf53cb18712caf0a5b9bedb3aebd862911974,300,Up,Down,21
0xbe6181e736370585bd2843d192baf53cb18712caf0a5b9bedb3aebd862911974,300,Down,Up,5
0xbe6181e736370585bd2843d192baf53cb18712caf0a5b9bedb3aebd862911974,300,Up,Down,5
0xbe6181e736370585bd2843d192baf53cb18712caf0a5b9bedb3aebd862911974,300,Down,Up,3
0xbe6181e736370585bd2843d192baf53cb18712caf0a5b9bedb3aebd862911974,300,Up,Down,3
0xbe6181e736370585bd2843d192baf53cb18712caf0a5b9bedb3aebd862911974,300,Down,Up,19
0x90cac88d0d08dace9ebc207dcf6c1703fdb2cf2c915a127a4c2205cb65bb622a,300,Down,Up,15
0x90cac88d0d08dace9ebc207dcf6c1703fdb2cf2c915a127a4c2205cb65bb622a,300,Up,Down,36
0x90cac88d0d08dace9ebc207dcf6c1703fdb2cf2c915a127a4c2205cb65bb622a,300,Down,Up,15
0x90cac88d0d08dace9ebc207dcf6c1703fdb2cf2c915a127a4c2205cb65bb622a,300,Up,Down,44
0x90cac88d0d08dace9ebc207dcf6c1703fdb2cf2c915a127a4c2205cb65bb622a,300,Down,Up,14
0xf0a0849e210e15261ad3cd96b87bbb2d34ee02e1d6452baa46ebe495853a8fa4,300,Down,Up,33
0xf0a0849e210e15261ad3cd96b87bbb2d34ee02e1d6452baa46ebe495853a8fa4,300,Up,Down,13
0xf0a0849e210e15261ad3cd96b87bbb2d34ee02e1d6452baa46ebe495853a8fa4,300,Down,Up,2
0xf0a0849e210e15261ad3cd96b87bbb2d34ee02e1d6452baa46ebe495853a8fa4,300,Up,Down,24
0xf0a0849e210e15261ad3cd96b87bbb2d34ee02e1d6452baa46ebe495853a8fa4,300,Down,Up,7
0xf0a0849e210e15261ad3cd96b87bbb2d34ee02e1d6452baa46ebe495853a8fa4,300,Up,Down,26
0xf0a0849e210e15261ad3cd96b87bbb2d34ee02e1d6452baa46ebe495853a8fa4,300,Down,Up,30
0xf0a0849e210e15261ad3cd96b87bbb2d34ee02e1d6452baa46ebe495853a8fa4,300,Up,Down,10
0xf0a0849e210e15261ad3cd96b87bbb2d34ee02e1d6452baa46ebe495853a8fa4,300,Down,Up,29
0xdaaca825125d4a38db340ddb734e07e95b2e6421783c807432ca8facc2b0c7ac,300,Down,Up,78
0xdaaca825125d4a38db340ddb734e07e95b2e6421783c807432ca8facc2b0c7ac,300,Up,Down,27
0xdaaca825125d4a38db340ddb734e07e95b2e6421783c807432ca8facc2b0c7ac,300,Down,Up,30
0xdaaca825125d4a38db340ddb734e07e95b2e6421783c807432ca8facc2b0c7ac,300,Up,Down,9
0xdaaca825125d4a38db340ddb734e07e95b2e6421783c807432ca8facc2b0c7ac,300,Down,Up,11
0xdaaca825125d4a38db340ddb734e07e95b2e6421783c807432ca8facc2b0c7ac,300,Up,Down,32
0x12c0341a7398a39662ce9035c3dc6fb23200657ca01f66871ef16e80ece8e8fd,300,Up,Down,25
0x12c0341a7398a39662ce9035c3dc6fb23200657ca01f66871ef16e80ece8e8fd,300,Down,Up,52
0x12c0341a7398a39662ce9035c3dc6fb23200657ca01f66871ef16e80ece8e8fd,300,Up,Down,9
0x12c0341a7398a39662ce9035c3dc6fb23200657ca01f66871ef16e80ece8e8fd,300,Down,Up,33
0xf77403fd0d4fa784ae0d0763e3a88382f0805cdd8ef0533e06c91ccafd38e5c4,300,Up,Down,11
0xf77403fd0d4fa784ae0d0763e3a88382f0805cdd8ef0533e06c91ccafd38e5c4,300,Down,Up,7
0xf77403fd0d4fa784ae0d0763e3a88382f0805cdd8ef0533e06c91ccafd38e5c4,300,Up,Down,2
0xf77403fd0d4fa784ae0d0763e3a88382f0805cdd8ef0533e06c91ccafd38e5c4,300,Down,Up,6
0x6f46924ba883690b865d5b8cdd6c9fb56264d8b459e0c971b58a3cd6207d9852,300,Down,Up,16
0x6f46924ba883690b865d5b8cdd6c9fb56264d8b459e0c971b58a3cd6207d9852,300,Up,Down,54
0x5accbf2aab73bee0e4ae72058639a6ee1e5ccc8ae2adaa8d80a724ea23a76cdd,300,Up,Down,9
0x5accbf2aab73bee0e4ae72058639a6ee1e5ccc8ae2adaa8d80a724ea23a76cdd,300,Down,Up,3
0x5accbf2aab73bee0e4ae72058639a6ee1e5ccc8ae2adaa8d80a724ea23a76cdd,300,Up,Down,15
0x5accbf2aab73bee0e4ae72058639a6ee1e5ccc8ae2adaa8d80a724ea23a76cdd,300,Down,Up,1
0x5accbf2aab73bee0e4ae72058639a6ee1e5ccc8ae2adaa8d80a724ea23a76cdd,300,Up,Down,2
0x6fbb3094fcf40a4b22438881bbd95addaec20fe7036511c33f227e9946fa34fb,300,Down,Up,69
0xdd1cf6378a93557f78e0056ab450199d555e18c53ee7d6ab8fa153d5f0063f9f,300,Down,Up,7
0xdd1cf6378a93557f78e0056ab450199d555e18c53ee7d6ab8fa153d5f0063f9f,300,Up,Down,105
0xc8d830949e6a07fb112ce86fe29b95cb0766643695489aa9b6f34d8884293caf,300,Down,Up,6
0xc8d830949e6a07fb112ce86fe29b95cb0766643695489aa9b6f34d8884293caf,300,Up,Down,35
0xc8d830949e6a07fb112ce86fe29b95cb0766643695489aa9b6f34d8884293caf,300,Down,Up,45
0xc8d830949e6a07fb112ce86fe29b95cb0766643695489aa9b6f34d8884293caf,300,Up,Down,66
0xc8d830949e6a07fb112ce86fe29b95cb0766643695489aa9b6f34d8884293caf,300,Down,Up,2
0xc8d830949e6a07fb112ce86fe29b95cb0766643695489aa9b6f34d8884293caf,300,Up,Down,16
0x8677e7395dee609889bb2df5c48105aa718c21a79d750193ef67166c5f550c61,300,Down,Up,8
0x8677e7395dee609889bb2df5c48105aa718c21a79d750193ef67166c5f550c61,300,Up,Down,10
0x8677e7395dee609889bb2df5c48105aa718c21a79d750193ef67166c5f550c61,300,Down,Up,41
0x42a02076714ef9bfe98f31a3da2f43e2f826311df4a8211343fb53f302805a41,300,Down,Up,25
0x42a02076714ef9bfe98f31a3da2f43e2f826311df4a8211343fb53f302805a41,300,Up,Down,20
0x42a02076714ef9bfe98f31a3da2f43e2f826311df4a8211343fb53f302805a41,300,Down,Up,7
0x42a02076714ef9bfe98f31a3da2f43e2f826311df4a8211343fb53f302805a41,300,Up,Down,14
0x42a02076714ef9bfe98f31a3da2f43e2f826311df4a8211343fb53f302805a41,300,Down,Up,6
0x42a02076714ef9bfe98f31a3da2f43e2f826311df4a8211343fb53f302805a41,300,Up,Down,22
0x42a02076714ef9bfe98f31a3da2f43e2f826311df4a8211343fb53f302805a41,300,Down,Up,60
0x2cc82f7db21632b65729fb40a92ce050cacf5896bf7c18ae8abdc5f941e47542,300,Up,Down,42
0x2cc82f7db21632b65729fb40a92ce050cacf5896bf7c18ae8abdc5f941e47542,300,Down,Up,96
0x2cc82f7db21632b65729fb40a92ce050cacf5896bf7c18ae8abdc5f941e47542,300,Up,Down,22
0xddce3c98bdf46d94c62281f17c638dda2e8901513154fd98fb710d6795c8b76d,300,Down,Up,55
0xddce3c98bdf46d94c62281f17c638dda2e8901513154fd98fb710d6795c8b76d,300,Up,Down,39
0xddce3c98bdf46d94c62281f17c638dda2e8901513154fd98fb710d6795c8b76d,300,Down,Up,71
0x015a38b8f52c874067d4dda2b88e2e10d8b03d02478b4cfb13ab6923a29fa814,300,Down,Up,62
0x015a38b8f52c874067d4dda2b88e2e10d8b03d02478b4cfb13ab6923a29fa814,300,Up,Down,27
0x873a384747af0fee6b233bb7d48ac2be800726d9dc65e6d72aaea5ed1b58638f,300,Up,Down,9
0x873a384747af0fee6b233bb7d48ac2be800726d9dc65e6d72aaea5ed1b58638f,300,Down,Up,20
0x815710d04f8d0a4f9a3dd86b8ad046aa6a767acbfedbd29bb9a2aaaecfd2164a,300,Up,Down,20
0x815710d04f8d0a4f9a3dd86b8ad046aa6a767acbfedbd29bb9a2aaaecfd2164a,300,Down,Up,76
0x815710d04f8d0a4f9a3dd86b8ad046aa6a767acbfedbd29bb9a2aaaecfd2164a,300,Up,Down,24
0x815710d04f8d0a4f9a3dd86b8ad046aa6a767acbfedbd29bb9a2aaaecfd2164a,300,Down,Up,105
0x03c5d53967e261ebbb68afc06740214991e91573805cd0c873c833c6b7192d58,300,Down,Up,87
0x03c5d53967e261ebbb68afc06740214991e91573805cd0c873c833c6b7192d58,300,Up,Down,21
0xaf3ecd18449541080283cbb2c4c0e315aa13f73ca308b73de069c90543cc0741,300,Up,Down,81
0xaf3ecd18449541080283cbb2c4c0e315aa13f73ca308b73de069c90543cc0741,300,Down,Up,7
0xaf3ecd18449541080283cbb2c4c0e315aa13f73ca308b73de069c90543cc0741,300,Up,Down,8
0xaf3ecd18449541080283cbb2c4c0e315aa13f73ca308b73de069c90543cc0741,300,Down,Up,6
0xaf3ecd18449541080283cbb2c4c0e315aa13f73ca308b73de069c90543cc0741,300,Up,Down,36
0x8ee00e3bc9140286053fb2cc2fce6995cfa750ca24faab5bf0544298c473a08e,300,Up,Down,25
0x8ee00e3bc9140286053fb2cc2fce6995cfa750ca24faab5bf0544298c473a08e,300,Down,Up,57
0x18a379f38f3ebe48ec7e1f0f28a7d00fcc48c897050761ded550ba241e251f01,300,Up,Down,11
0x18a379f38f3ebe48ec7e1f0f28a7d00fcc48c897050761ded550ba241e251f01,300,Down,Up,6
0x18a379f38f3ebe48ec7e1f0f28a7d00fcc48c897050761ded550ba241e251f01,300,Down,Up,3
0x18a379f38f3ebe48ec7e1f0f28a7d00fcc48c897050761ded550ba241e251f01,300,Up,Down,41
0xa52aa3da22612e69e6321d89252bd4698fecd17e837de2e7c74ceb2cdb386190,300,Up,Down,6
0xa52aa3da22612e69e6321d89252bd4698fecd17e837de2e7c74ceb2cdb386190,300,Down,Up,5
0xa52aa3da22612e69e6321d89252bd4698fecd17e837de2e7c74ceb2cdb386190,300,Up,Down,39
0xa52aa3da22612e69e6321d89252bd4698fecd17e837de2e7c74ceb2cdb386190,300,Down,Up,15
0xa52aa3da22612e69e6321d89252bd4698fecd17e837de2e7c74ceb2cdb386190,300,Up,Down,6
0xaa33f0900231ca0a28890ad951dbed40a271c2275f9e9e8d30a83df7528d633e,300,Up,Down,9
0xaa33f0900231ca0a28890ad951dbed40a271c2275f9e9e8d30a83df7528d633e,300,Down,Up,8
0xaa33f0900231ca0a28890ad951dbed40a271c2275f9e9e8d30a83df7528d633e,300,Up,Down,24
0xed363541947363c91c5a8a16b90ff7d0a68611edba409d9035ea7cf52f26a69d,300,Up,Down,5
0xed363541947363c91c5a8a16b90ff7d0a68611edba409d9035ea7cf52f26a69d,300,Down,Up,56
0xed363541947363c91c5a8a16b90ff7d0a68611edba409d9035ea7cf52f26a69d,300,Up,Down,19
0xed363541947363c91c5a8a16b90ff7d0a68611edba409d9035ea7cf52f26a69d,300,Down,Up,2
0xed363541947363c91c5a8a16b90ff7d0a68611edba409d9035ea7cf52f26a69d,300,Up,Down,6
0xed363541947363c91c5a8a16b90ff7d0a68611edba409d9035ea7cf52f26a69d,300,Down,Up,41
0xdc01c889f34d43b795dc0e5865f2d3aca836bef91f7f8b7fdef29ddd14cfbfb4,300,Up,Down,6
0x71214daad2ce6711e9bc5eda1450e2b87cb94642a3f749d2b66f468a061adb95,300,Up,Down,8
0x71214daad2ce6711e9bc5eda1450e2b87cb94642a3f749d2b66f468a061adb95,300,Down,Up,63
0xed88cb88ad5039c3b226b63849055b2c0fb06da5a6482194f5fb4ffd4e9a93f2,300,Down,Up,9
0xe166392c388f8be3afede479a7751184e431c1e59f656245c59bde5c0fcb9b00,300,Up,Down,10
